latitude,longitude,date,capacity,plantid,type,Category
38.777,-122.745,1980-02,113,286,Geothermal,Geothermal
44.8367,-116.8975,1980-03,225,811,Water,Hydro
35.311,-93.2351,1980-03,942.5,8055,Nuclear,Nuclear
38.633451,-104.70577,1980-04,207,8219,Subbituminous Coal,Coal
38.777,-122.745,1980-04,138,286,Geothermal,Geothermal
29.9172,-96.7506,1980-05,615,6179,Subbituminous Coal,Coal
47.957511,-118.977323,1980-05,805,6163,Water,Hydro
34.9394,-110.3033,1980-05,312.3,113,Subbituminous Coal,Coal
39.4472,-94.98,1980-05,754.9,6065,Subbituminous Coal,Coal
33.33184,-79.357236,1980-05,315,6249,Bituminous Coal,Coal
47.2611,-93.6528,1980-05,558,1893,Subbituminous Coal,Coal
39.286453,-96.117231,1980-05,720,6068,Subbituminous Coal,Coal
37.0413,-79.5356,1980-06,115.3,3780,Water,Hydro
39.1747,-111.0289,1980-06,488.3,6165,Bituminous Coal,Coal
29.4828,-95.6311,1980-06,614.6,3470,Subbituminous Coal,Coal
36.0875,-115.0507,1980-06,92.5,2322,Natural Gas,Natural Gas
28.7128,-97.214167,1980-06,622.4,6178,Subbituminous Coal,Coal
40.4627,-107.5912,1980-07,446.4,6021,Subbituminous Coal,Coal
37.62936,-120.93139,1980-07,71.2,151,Disillate Fuel Oil,Petroleum
31.7569,-106.375,1980-07,86.9,9,Natural Gas,Natural Gas
34.4228,-92.1406,1980-08,900,6009,Subbituminous Coal,Coal
47.377743,-101.157058,1980-09,604.8,6030,Refined Coal,Coal
42.910296,-86.20074,1980-09,916.8,1710,Subbituminous Coal,Coal
38.9794,-81.9344,1980-09,1300,6264,Bituminous Coal,Coal
36.4833,-79.0731,1980-09,745.2,2712,Bituminous Coal,Coal
38.5857,-75.2341,1980-10,445.5,594,Bituminous Coal,Coal
34.5789,-109.2708,1980-10,410.9,6177,Subbituminous Coal,Coal
38.06,-77.7897,1980-12,979.7,6168,Nuclear,Nuclear
39.366667,-81.294444,1980-12,684,6004,Bituminous Coal,Coal
36.45307,-97.05279,1980-12,569,6095,Subbituminous Coal,Coal
37.6461,-87.5,1981-01,293,6639,Natural Gas,Natural Gas
38.7,-83.8181,1981-03,592.1,6041,Bituminous Coal,Coal
21.356395,-158.128853,1981-03,134.9,765,Residual Fuel Oil,Petroleum
38.9036,-84.8514,1981-03,772,6018,Bituminous Coal,Coal
38.7497,-85.035,1981-05,556.5,1356,Bituminous Coal,Coal
47.221447,-101.815722,1981-05,450,8222,Lignite,Coal
41.0961,-92.555833,1981-05,725.9,6254,Subbituminous Coal,Coal
32.100354,-81.124248,1981-06,71.2,50398,Natural Gas,Natural Gas
39.1681,-94.6975,1981-06,261,6064,Subbituminous Coal,Coal
37.1385,-94.1041,1981-06,129,6223,Natural Gas,Natural Gas
30.5322,-88.5553,1981-06,548.3,6073,Subbituminous Coal,Coal
38.78758,-94.277689,1981-06,88.9,2092,Natural Gas,Natural Gas
39.094197,-106.352331,1981-06,100,6208,Water,Hydro
40.580872,-98.312437,1981-07,76.3,60,Subbituminous Coal,Coal
31.2231,-85.1116,1981-07,888.2,6001,Nuclear,Nuclear
42.108889,-104.8825,1981-07,621,6204,Subbituminous Coal,Coal
30.7261,-91.3692,1981-07,657.9,6055,Subbituminous Coal,Coal
35.2267,-85.0917,1981-07,1220.5,6152,Nuclear,Nuclear
37.62936,-120.93139,1981-07,71.2,151,Natural Gas,Natural Gas
34.4228,-92.1406,1981-08,900,6009,Subbituminous Coal,Coal
35.4331,-80.9486,1981-09,1220.3,6038,Nuclear,Nuclear
36.8791,-89.6209,1981-09,261,6768,Subbituminous Coal,Coal
42.108889,-104.8825,1981-09,621,6204,Subbituminous Coal,Coal
39.4625,-75.5358,1981-10,1170,2410,Nuclear,Nuclear
48.885636,-122.75164,1981-10,84.6,6120,Natural Gas,Natural Gas
29.7592,-82.3878,1981-10,250.7,663,Natural Gas,Natural Gas
42.1978,-72.5106,1981-11,105,6081,Disillate Fuel Oil,Petroleum
42.1978,-72.5106,1981-11,85,6081,Disillate Fuel Oil,Petroleum
40.2217,-103.6803,1981-11,552.3,6248,Subbituminous Coal,Coal
33.33184,-79.357236,1981-11,315,6249,Bituminous Coal,Coal
47.079722,-122.365,1981-11,88.9,99,Natural Gas,Natural Gas
40.881317,-117.151605,1981-12,277.2,8224,Subbituminous Coal,Coal
44.8606,-89.6553,1981-12,350.5,4078,Subbituminous Coal,Coal
38.5444,-76.6861,1981-12,659,1571,Natural Gas,Natural Gas
41.0808,-101.1408,1982-01,681.3,6077,Subbituminous Coal,Coal
34.186494,-102.56999,1982-01,567.9,6194,Subbituminous Coal,Coal
28.7044,-98.4775,1982-01,410,6183,Lignite,Coal
39.0694,-87.5108,1982-02,540,6213,Bituminous Coal,Coal
33.0606,-83.8075,1982-03,891,6257,Subbituminous Coal,Coal
33.05522,-94.839993,1982-03,558,6139,Subbituminous Coal,Coal
34.0158,-95.3206,1982-04,446,6772,Subbituminous Coal,Coal
29.7314,-95.0839,1982-05,104.2,50043,Natural Gas,Natural Gas
39.5522,-92.6381,1982-05,738,2168,Refined Coal,Coal
30.2844,-93.2911,1982-05,614.6,1393,Subbituminous Coal,Coal
29.7314,-95.0839,1982-06,104.2,50043,Natural Gas,Natural Gas
42.0258,-93.6089,1982-06,71.3,1122,Natural Gas,Natural Gas
36.0875,-115.0507,1982-06,92.5,2322,Natural Gas,Natural Gas
35.2267,-85.0917,1982-06,1220.5,6152,Nuclear,Nuclear
30.7261,-91.3692,1982-07,626,6055,Natural Gas,Natural Gas
28.991289,-95.407481,1982-08,94.5,52120,Natural Gas,Natural Gas
29.7314,-95.0839,1982-08,87.4,50043,Natural Gas,Natural Gas
31.395,-92.716667,1982-08,558,6190,Subbituminous Coal,Coal
38.0525,-85.9103,1982-09,543.6,1364,Bituminous Coal,Coal
28.991289,-95.407481,1982-10,94.5,52120,Natural Gas,Natural Gas
38.372222,-87.765833,1982-10,667.9,6113,Bituminous Coal,Coal
42.1978,-72.5106,1982-11,85,6081,Disillate Fuel Oil,Petroleum
42.108889,-104.8825,1982-11,621,6204,Subbituminous Coal,Coal
38.777,-122.745,1982-11,118,286,Geothermal,Geothermal
29.4828,-95.6311,1982-12,654,3470,Subbituminous Coal,Coal
40.854765,-98.348222,1982-12,109.8,59,Subbituminous Coal,Coal
28.9656,-82.6977,1982-12,739.2,628,Bituminous Coal,Coal
35.678442,-91.408761,1983-01,900,6641,Subbituminous Coal,Coal
36.5278,-78.8917,1983-03,763.2,6250,Bituminous Coal,Coal
30.7261,-91.3692,1983-04,619,6055,Subbituminous Coal,Coal
41.2164,-87.0261,1983-04,423.5,6085,Bituminous Coal,Coal
41.3917,-91.0569,1983-04,175.5,1167,Subbituminous Coal,Coal
39.286453,-96.117231,1983-05,720,6068,Subbituminous Coal,Coal
37.071846,-119.558008,1983-05,139.5,682,Water,Hydro
39.1747,-111.0289,1983-06,495.6,6165,Bituminous Coal,Coal
27.348611,-80.246389,1983-06,1080,6045,Nuclear,Nuclear
41.0919,-76.1462,1983-06,1266,6103,Nuclear,Nuclear
37.9308,-100.9725,1983-08,348.7,108,Subbituminous Coal,Coal
39.0694,-87.5108,1983-09,540,6213,Bituminous Coal,Coal
41.3181,-91.0931,1983-10,811.9,6664,Subbituminous Coal,Coal
38.777,-122.745,1983-11,118,286,Geothermal,Geothermal
34.3564,-82.8219,1983-11,80,754,Water,Hydro
38.7903,-122.7559,1983-12,78,510,Geothermal,Geothermal
45.8831,-106.614,1984-01,823.7,6076,Subbituminous Coal,Coal
34.2983,-81.3153,1984-01,1029.6,6127,Nuclear,Nuclear
41.245498,-88.669066,1984-01,1170,6026,Nuclear,Nuclear
28.991289,-95.407481,1984-02,111.3,52120,Natural Gas,Natural Gas
39.094197,-106.352331,1984-02,100,6208,Water,Hydro
33.0606,-83.8075,1984-02,891,6257,Subbituminous Coal,Coal
28.991289,-95.407481,1984-03,119,52120,Natural Gas,Natural Gas
35.4331,-80.9486,1984-03,1220.3,6038,Nuclear,Nuclear
38.7879,-122.7434,1984-03,88.2,50066,Geothermal,Geothermal
40.860905,-105.021207,1984-04,293.6,6761,Subbituminous Coal,Coal
29.2639,-95.8997,1984-04,101.9,50137,Natural Gas,Natural Gas
33.371506,-80.113235,1984-05,556.2,130,Bituminous Coal,Coal
39.182073,-76.537151,1984-05,685.1,602,Bituminous Coal,Coal
37.029304,-118.968252,1984-06,351,6100,Water,Hydro
35.76135,-95.28732,1984-06,572,2952,Subbituminous Coal,Coal
47.370542,-101.83566,1984-07,477,6469,Lignite,Coal
38.7497,-85.035,1984-08,556.2,1356,Bituminous Coal,Coal
42.7756,-82.495,1984-08,697.5,6034,Subbituminous Coal,Coal
48.4098,-115.3143,1984-09,105,6172,Water,Hydro
37.4497,-87.0806,1984-09,509.4,6823,Bituminous Coal,Coal
40.4627,-107.5912,1984-10,534.8,6021,Subbituminous Coal,Coal
28.9656,-82.6977,1984-10,739.2,628,Bituminous Coal,Coal
41.245498,-88.669066,1984-10,1170,6026,Nuclear,Nuclear
29.733056,-81.632778,1984-12,714.6,136,Bituminous Coal,Coal
37.9256,-87.0372,1984-12,1300,6166,Subbituminous Coal,Coal
35.678442,-91.408761,1984-12,900,6641,Subbituminous Coal,Coal
46.4711,-119.3339,1984-12,1200,371,Nuclear,Nuclear
38.758919,-91.778841,1984-12,1235.8,6153,Nuclear,Nuclear
34.0256,-82.5953,1985-01,75,6132,Water,Hydro
34.186494,-102.56999,1985-01,567.9,6194,Subbituminous Coal,Coal
41.0919,-76.1462,1985-02,1266,6103,Nuclear,Nuclear
34.0256,-82.5953,1985-02,75,6132,Water,Hydro
27.7944,-82.4036,1985-02,486,645,Bituminous Coal,Coal
43.715142,-87.705863,1985-03,413.7,4050,Subbituminous Coal,Coal
35.211536,-120.855542,1985-05,1159,6099,Nuclear,Nuclear
40.881317,-117.151605,1985-05,289.8,8224,Subbituminous Coal,Coal
33.6319,-87.0597,1985-05,705.5,6002,Subbituminous Coal,Coal
35.0514,-81.0694,1985-06,1205.1,6036,Nuclear,Nuclear
34.3186,-109.1639,1985-06,424.8,8223,Subbituminous Coal,Coal
35.4515,-118.9849,1985-07,75,10496,Natural Gas,Natural Gas
42.7756,-82.495,1985-07,697.5,6034,Subbituminous Coal,Coal
34.0256,-82.5953,1985-07,75,6132,Water,Hydro
32.0081,-91.0478,1985-07,1440,6072,Nuclear,Nuclear
38.23926,-95.68978,1985-09,1296.3,210,Nuclear,Nuclear
29.995267,-90.471581,1985-09,1199.8,4270,Nuclear,Nuclear
42.0742,-89.2819,1985-09,1224.9,6023,Nuclear,Nuclear
38.777,-122.745,1985-10,118,286,Geothermal,Geothermal
36.190278,-95.2894,1985-10,594,165,Subbituminous Coal,Coal
48.987111,-117.347847,1985-11,239.4,6433,Water,Hydro
29.8161,-95.10773,1985-11,84.9,50815,Natural Gas,Natural Gas
29.8161,-95.10773,1985-12,84.9,50815,Natural Gas,Natural Gas
31.4219,-96.2525,1985-12,893,298,Subbituminous Coal,Coal
38.20889,-79.8,1985-12,477,6167,Water,Hydro
34.0256,-82.5953,1986-01,75,6132,Water,Hydro
33.3881,-112.8617,1986-01,1403.2,6008,Nuclear,Nuclear
41.2164,-87.0261,1986-02,423.5,6085,Bituminous Coal,Coal
40.224303,-75.58744,1986-02,1138.5,6105,Nuclear,Nuclear
35.211536,-120.855542,1986-03,1164,6099,Nuclear,Nuclear
38.652731,-121.393336,1986-03,77,535,Natural Gas,Natural Gas
29.8161,-95.10773,1986-03,84.9,50815,Natural Gas,Natural Gas
41.3107,-72.1677,1986-04,1350,566,Nuclear,Nuclear
45.8831,-106.614,1986-04,823.7,6076,Subbituminous Coal,Coal
29.8161,-95.10773,1986-04,129.2,50815,Natural Gas,Natural Gas
38.5281,-87.2525,1986-04,670.9,994,Bituminous Coal,Coal
29.8161,-95.10773,1986-04,84.9,50815,Natural Gas,Natural Gas
48.987111,-117.347847,1986-05,239.4,6433,Water,Hydro
40.0864,-109.2844,1986-05,499.5,7790,Bituminous Coal,Coal
39.509731,-112.58018,1986-06,820,6481,Bituminous Coal,Coal
30.757,-91.3327,1986-06,1035.9,6462,Nuclear,Nuclear
47.370542,-101.83566,1986-07,477,6469,Lignite,Coal
35.0514,-81.0694,1986-08,1205.1,6036,Nuclear,Nuclear
30.22612,-93.295173,1986-08,77.2,50489,Natural Gas,Natural Gas
29.378164,-94.92195,1986-09,78.2,52132,Natural Gas,Natural Gas
33.3881,-112.8617,1986-09,1403.2,6008,Nuclear,Nuclear
31.4219,-96.2525,1986-12,956.8,298,Subbituminous Coal,Coal
39.4666,-75.5377,1986-12,1290.7,6118,Nuclear,Nuclear
33.0606,-83.8075,1987-01,891,6257,Subbituminous Coal,Coal
30.0552,-93.7579,1987-03,89.9,10789,Natural Gas,Natural Gas
34.1497,-79.5606,1987-03,76.5,50806,Wood Waste Solids,Biofuel
45.0203,-93.2753,1987-04,164.7,1927,Natural Gas,Natural Gas
28.675088,-96.956014,1987-04,102.4,10790,Natural Gas,Natural Gas
33.1427,-81.7625,1987-05,1215,649,Nuclear,Nuclear
35.6334,-78.9556,1987-05,950.9,6015,Nuclear,Nuclear
29.378697,-94.943829,1987-05,141,52088,Natural Gas,Natural Gas
39.509731,-112.58018,1987-05,820,6481,Bituminous Coal,Coal
29.378697,-94.943829,1987-05,103,52088,Natural Gas,Natural Gas
43.5211,-76.41,1987-07,1259.3,2589,Nuclear,Nuclear
32.273178,-101.422386,1987-07,77.5,52176,Natural Gas,Natural Gas
28.4822,-81.1678,1987-07,464.5,564,Bituminous Coal,Coal
42.0742,-89.2819,1987-08,1224.9,6023,Nuclear,Nuclear
30.4922,-91.1864,1987-08,129.1,1391,Natural Gas,Natural Gas
37.0001,-121.5367,1987-10,90,10034,Natural Gas,Natural Gas
45.3808,-93.8931,1987-10,938.7,6090,Subbituminous Coal,Coal
40.6219,-80.4336,1987-11,923.4,6040,Nuclear,Nuclear
41.8006,-81.1439,1987-11,1311.6,6020,Nuclear,Nuclear
40.1719,-88.8339,1987-11,1138.3,204,Nuclear,Nuclear
33.816647,-118.244841,1987-12,82,50216,Natural Gas,Natural Gas
35.452577,-118.985313,1987-12,75,50134,Natural Gas,Natural Gas
33.3881,-112.8617,1988-01,1403.2,6008,Nuclear,Nuclear
33.816647,-118.244841,1988-01,82,50216,Natural Gas,Natural Gas
41.9631,-83.2581,1988-01,1217,1729,Nuclear,Nuclear
40.7903,-76.1983,1988-02,88.4,10113,Waste Coal,Coal
33.816647,-118.244841,1988-02,82,50216,Natural Gas,Natural Gas
33.816647,-118.244841,1988-03,82,50216,Natural Gas,Natural Gas
29.9172,-96.7506,1988-04,460,6179,Subbituminous Coal,Coal
32.273178,-101.422386,1988-04,75,52176,Natural Gas,Natural Gas
31.5839,-102.9633,1988-05,89.4,3494,Natural Gas,Natural Gas
41.2435,-88.2286,1988-07,1224.9,6022,Nuclear,Nuclear
32.3358,-100.9156,1988-07,89.4,3492,Disillate Fuel Oil,Petroleum
32.3358,-100.9156,1988-08,89.4,3492,Disillate Fuel Oil,Petroleum
28.795,-96.0481,1988-08,1354.3,6251,Nuclear,Nuclear
41.2435,-88.2286,1988-10,1224.9,6022,Nuclear,Nuclear
35.0986,-78.8294,1988-12,73,1016,Natural Gas,Natural Gas
33.7771,-118.2303,1988-12,82.3,50541,Natural Gas,Natural Gas
36.225,-121.1278,1989-02,90.8,10294,Natural Gas,Natural Gas
37.108611,-93.261944,1989-04,96,2161,Natural Gas,Natural Gas
40.7389,-73.5906,1989-04,78.6,10642,Municipal Solid Waste (All),Biofuel
39.7436,-75.5072,1989-05,103.5,7153,Natural Gas,Natural Gas
33.6319,-87.0597,1989-05,705.5,6002,Subbituminous Coal,Coal
33.1427,-81.7625,1989-05,1215,649,Nuclear,Nuclear
35.2269,-119.6294,1989-05,78,52169,Natural Gas,Natural Gas
43.5861,-84.2242,1989-06,87.1,10745,Natural Gas,Natural Gas
28.795,-96.0481,1989-06,1354.3,6251,Nuclear,Nuclear
37.1575,-76.6911,1989-07,91.9,7032,Natural Gas,Natural Gas
39.7436,-75.5072,1989-07,103.5,7153,Natural Gas,Natural Gas
33.6968,-95.5577,1989-07,87.8,50109,Natural Gas,Natural Gas
43.5861,-84.2242,1989-08,87.1,10745,Natural Gas,Natural Gas
40.956932,-72.877411,1989-08,79.5,7146,Disillate Fuel Oil,Petroleum
35.44221,-97.647694,1989-09,87.2,50558,Natural Gas,Natural Gas
43.5861,-84.2242,1989-09,87.1,10745,Natural Gas,Natural Gas
37.1575,-76.6911,1989-10,91.9,7032,Natural Gas,Natural Gas
43.5861,-84.2242,1989-10,87.1,10745,Natural Gas,Natural Gas
21.302106,-158.096318,1989-10,119.2,54646,Residual Fuel Oil,Petroleum
38.144636,-120.380497,1989-11,126.5,54555,Water,Hydro
37.1575,-76.6911,1989-11,91.9,7032,Natural Gas,Natural Gas
43.5861,-84.2242,1989-12,87.1,10745,Natural Gas,Natural Gas
37.9256,-87.0372,1989-12,1300,6166,Subbituminous Coal,Coal
35.045,-118.2642,1989-12,88.5,50821,Wind,Wind
33.6968,-95.5577,1989-12,90,50109,Natural Gas,Natural Gas
40.224303,-75.58744,1990-01,1138.5,6105,Nuclear,Nuclear
44.5513,-70.5414,1990-01,102.6,10495,Black Liquor,Biofuel
43.5861,-84.2242,1990-01,87.1,10745,Natural Gas,Natural Gas
37.291667,-77.281111,1990-01,101,10633,Natural Gas,Natural Gas
43.5861,-84.2242,1990-02,410,10745,Natural Gas,Natural Gas
43.5861,-84.2242,1990-02,87.1,10745,Natural Gas,Natural Gas
37.291667,-77.281111,1990-02,101,10633,Natural Gas,Natural Gas
31.5839,-102.9633,1990-02,89.4,3494,Natural Gas,Natural Gas
37.291667,-77.281111,1990-03,101,10633,Natural Gas,Natural Gas
43.5861,-84.2242,1990-03,87.1,10745,Natural Gas,Natural Gas
32.403056,-97.700556,1990-03,89.4,8063,Natural Gas,Natural Gas
37.291667,-77.281111,1990-03,96,10633,Natural Gas,Natural Gas
37.498223,-77.368544,1990-04,92.1,7212,Natural Gas,Natural Gas
43.5861,-84.2242,1990-04,87.1,10745,Natural Gas,Natural Gas
43.5861,-84.2242,1990-05,87.1,10745,Natural Gas,Natural Gas
44.217299,-86.28905,1990-05,70,50835,Bituminous Coal,Coal
30.489722,-91.187222,1990-05,85.3,10690,Natural Gas,Natural Gas
37.498223,-77.368544,1990-05,92.1,7212,Natural Gas,Natural Gas
39.3757,-74.9654,1990-05,99.4,5083,Natural Gas,Natural Gas
38.5444,-76.6861,1990-06,94,61890,Disillate Fuel Oil,Petroleum
37.3822,-77.3833,1990-06,145,3797,Natural Gas,Natural Gas
34.3186,-109.1639,1990-06,424.8,8223,Subbituminous Coal,Coal
37.3822,-77.3833,1990-06,74.4,3797,Natural Gas,Natural Gas
42.899167,-70.848889,1990-08,1242,6115,Nuclear,Nuclear
32.298365,-97.785515,1990-08,1215,6145,Nuclear,Nuclear
40.8222,-76.1736,1990-09,99.2,54634,Waste Coal,Coal
31.091925,-96.69503,1990-09,174.6,7030,Lignite,Coal
35.1931,-94.6458,1990-09,175,10671,Subbituminous Coal,Coal
39.8746,-75.1592,1990-11,90,50561,Natural Gas,Natural Gas
35.1931,-94.6458,1990-11,175,10671,Subbituminous Coal,Coal
36.4517,-77.6594,1990-11,86,50555,Disillate Fuel Oil,Petroleum
42.009722,-71.668909,1990-12,88.6,51030,Natural Gas,Natural Gas
38.5847,-85.4117,1990-12,566.1,6071,Bituminous Coal,Coal
42.009722,-71.668909,1990-12,82.8,51030,Natural Gas,Natural Gas
35.0506,-118.2572,1990-12,75,52142,Wind,Wind
21.302106,-158.096318,1991-01,119.2,54646,Residual Fuel Oil,Petroleum
33.6319,-87.0597,1991-03,705.5,6002,Subbituminous Coal,Coal
39.8265,-75.3882,1991-04,90,10746,Municipal Solid Waste (All),Biofuel
39.182073,-76.537151,1991-05,685.1,602,Bituminous Coal,Coal
39.7436,-75.5072,1991-05,122,7153,Natural Gas,Natural Gas
35.0075,-82.9975,1991-05,420,7125,Water,Hydro
39.451,-75.0578,1991-05,112.8,7288,Natural Gas,Natural Gas
38.5444,-76.6861,1991-06,125,1571,Natural Gas,Natural Gas
32.8265,-79.9634,1991-06,122,3285,Natural Gas,Natural Gas
38.5444,-76.6861,1991-06,103,1571,Natural Gas,Natural Gas
37.9053,-87.715,1991-06,88.2,6137,Natural Gas,Natural Gas
31.2546,-88.0299,1991-06,110,7063,Natural Gas,Natural Gas
40.439,-74.3444,1991-08,143.4,10308,Natural Gas,Natural Gas
42.0925,-71.4833,1991-09,128.7,10307,Natural Gas,Natural Gas
35.0075,-82.9975,1991-09,420,7125,Water,Hydro
42.0099,-71.6701,1991-10,82.8,54324,Natural Gas,Natural Gas
42.0099,-71.6701,1991-10,88.6,54324,Natural Gas,Natural Gas
31.091925,-96.69503,1991-10,174.6,7030,Lignite,Coal
37.820805,-77.446246,1991-11,122,52019,Natural Gas,Natural Gas
31.5825,-87.4889,1991-11,69,54429,Black Liquor,Biofuel
37.820805,-77.446246,1991-12,132,52019,Natural Gas,Natural Gas
37.820805,-77.446246,1991-12,122,52019,Natural Gas,Natural Gas
37.820805,-77.446246,1992-01,122,52019,Natural Gas,Natural Gas
37.820805,-77.446246,1992-01,132,52019,Natural Gas,Natural Gas
37.118674,-79.273551,1992-02,71.1,10773,Wood Waste Solids,Biofuel
40.6322,-74.2156,1992-03,95.2,50006,Natural Gas,Natural Gas
36.6525,-76.9953,1992-03,71.1,10774,Wood Waste Solids,Biofuel
42.5744,-73.8592,1992-04,95.2,10725,Natural Gas,Natural Gas
40.6322,-74.2156,1992-04,95.2,50006,Natural Gas,Natural Gas
39.4492,-84.4611,1992-05,95.3,7158,Natural Gas,Natural Gas
37.3822,-77.3833,1992-05,79.2,3797,Natural Gas,Natural Gas
37.3822,-77.3833,1992-05,148,3797,Natural Gas,Natural Gas
37.108611,-93.261944,1992-06,101.5,2161,Natural Gas,Natural Gas
39.2097,-77.4644,1992-06,163,1572,Natural Gas,Natural Gas
40.8556,-75.8781,1992-07,94,50776,Waste Coal,Coal
37.297834,-77.282982,1992-07,71.1,10771,Wood Waste Solids,Biofuel
34.2056,-117.3344,1992-07,78.3,436,Water,Hydro
39.4492,-84.4611,1992-07,95.3,7158,Natural Gas,Natural Gas
39.561831,-80.163138,1992-07,95.7,10151,Waste Coal,Coal
28.0491,-81.9238,1992-07,86.2,675,Natural Gas,Natural Gas
28.493232,-80.780124,1992-08,130,683,Natural Gas,Natural Gas
43.161947,-78.744971,1992-09,75.2,54041,Natural Gas,Natural Gas
28.903863,-81.332329,1992-10,103.5,6046,Disillate Fuel Oil,Petroleum
28.903863,-81.332329,1992-10,103.5,6046,Natural Gas,Natural Gas
29.309722,-98.3203,1992-12,566,7097,Subbituminous Coal,Coal
27.6364,-81.9636,1993-01,86.5,50949,Natural Gas,Natural Gas
27.6364,-81.9636,1993-01,95.9,50949,Natural Gas,Natural Gas
48.9905,-122.2733,1993-03,87.8,54476,Natural Gas,Natural Gas
39.9175,-75.1192,1993-03,95.2,10751,Natural Gas,Natural Gas
39.9175,-75.1192,1993-03,77.7,10751,Natural Gas,Natural Gas
42.129361,-71.511496,1993-03,120.4,54805,Natural Gas,Natural Gas
42.129361,-71.511496,1993-03,128.9,54805,Natural Gas,Natural Gas
28.6917,-96.5417,1993-04,82.5,10554,Natural Gas,Natural Gas
32.298365,-97.785515,1993-04,1215,6145,Nuclear,Nuclear
39.7436,-75.5072,1993-05,207,7153,Natural Gas,Natural Gas
36.0875,-115.0507,1993-05,104.4,2322,Natural Gas,Natural Gas
45.0869,-87.6881,1993-05,103.5,4076,Natural Gas,Natural Gas
43.7353,-88.496667,1993-05,95.4,7203,Natural Gas,Natural Gas
39.4492,-84.4611,1993-05,95.3,7158,Natural Gas,Natural Gas
41.2691,-79.8134,1993-06,94.7,50974,Waste Coal,Coal
39.9242,-87.4244,1993-06,112.5,1001,Natural Gas,Natural Gas
32.802222,-115.54,1993-06,89.9,389,Natural Gas,Natural Gas
43.1669,-88.69,1993-07,95.4,7159,Natural Gas,Natural Gas
28.6917,-96.5417,1993-07,82.5,10554,Natural Gas,Natural Gas
42.1575,-72.5225,1993-07,90,10726,Natural Gas,Natural Gas
42.1575,-72.5225,1993-07,80.9,10726,Natural Gas,Natural Gas
30.5958,-87.2525,1993-08,86,10416,Natural Gas,Natural Gas
28.442623,-81.412343,1993-09,122.4,54466,Natural Gas,Natural Gas
28.6917,-96.5417,1993-09,82.5,10554,Natural Gas,Natural Gas
28.262778,-81.548611,1993-10,103.5,8049,Natural Gas,Natural Gas
32.356287,-81.168347,1994-02,101.3,6124,Natural Gas,Natural Gas
27.0536,-80.5628,1994-02,204,6043,Natural Gas,Natural Gas
38.124688,-78.203543,1994-03,97.2,54844,Natural Gas,Natural Gas
42.5744,-73.8592,1994-04,148.4,10725,Natural Gas,Natural Gas
39.711319,-86.196867,1994-04,83,990,Natural Gas,Natural Gas
27.0536,-80.5628,1994-04,204,6043,Natural Gas,Natural Gas
34.339588,-82.819871,1994-04,180,54538,Natural Gas,Natural Gas
32.356287,-81.168347,1994-04,101.3,6124,Natural Gas,Natural Gas
48.828996,-122.685114,1994-04,93.7,54537,Natural Gas,Natural Gas
42.5744,-73.8592,1994-04,95.2,10725,Natural Gas,Natural Gas
48.828996,-122.685114,1994-04,95.9,54537,Natural Gas,Natural Gas
32.356287,-81.168347,1994-05,101.3,6124,Natural Gas,Natural Gas
40.8158,-73.064,1994-05,170,7314,Natural Gas,Natural Gas
28.6917,-96.5417,1994-05,82.5,10554,Natural Gas,Natural Gas
30.34,-88.4919,1994-05,101.3,2047,Natural Gas,Natural Gas
27.8489,-81.8775,1994-05,82,54426,Natural Gas,Natural Gas
36.0875,-115.0507,1994-05,104.4,2322,Natural Gas,Natural Gas
43.1669,-88.69,1994-05,95.4,7159,Natural Gas,Natural Gas
32.356287,-81.168347,1994-06,101.3,6124,Natural Gas,Natural Gas
41.5572,-93.5242,1994-06,97,7145,Natural Gas,Natural Gas
44.7132,-73.4557,1994-06,95.2,54574,Natural Gas,Natural Gas
32.6581,-98.3103,1994-07,118.8,3628,Natural Gas,Natural Gas
34.2056,-117.3344,1994-07,78.3,436,Water,Hydro
39.5625,-119.525,1994-07,69.7,2336,Natural Gas,Natural Gas
39.5625,-119.525,1994-07,85,2336,Natural Gas,Natural Gas
43.7353,-88.496667,1994-08,95.4,7203,Natural Gas,Natural Gas
37.78831,-84.71257,1994-08,126,1355,Natural Gas,Natural Gas
43.60347,-96.6356,1994-08,119.7,7237,Natural Gas,Natural Gas
43.495,-76.4511,1994-08,169.2,54547,Natural Gas,Natural Gas
43.495,-76.4511,1994-09,204.5,54547,Natural Gas,Natural Gas
43.495,-76.4511,1994-09,169.5,54547,Natural Gas,Natural Gas
43.495,-76.4511,1994-09,169.2,54547,Natural Gas,Natural Gas
28.6917,-96.5417,1994-10,82.5,10554,Natural Gas,Natural Gas
28.9802,-95.342,1994-10,99,54676,Natural Gas,Natural Gas
43.495,-76.4511,1994-10,204.5,54547,Natural Gas,Natural Gas
28.9802,-95.342,1994-10,200.9,54676,Natural Gas,Natural Gas
43.495,-76.4511,1994-10,169.2,54547,Natural Gas,Natural Gas
47.80427,-116.867312,1994-11,83.2,7456,Natural Gas,Natural Gas
39.711319,-86.196867,1995-01,83,990,Natural Gas,Natural Gas
33.7706,-118.2656,1995-01,85.3,399,Natural Gas,Natural Gas
33.7706,-118.2656,1995-01,75,399,Natural Gas,Natural Gas
40.55108,-78.79794,1995-02,118,10143,Waste Coal,Coal
37.78831,-84.71257,1995-02,126,1355,Natural Gas,Natural Gas
