latitude,longitude,date,capacity,plantid,type,Category
42.2422,-70.9661,2003-08,315,55317,Natural Gas,Natural Gas
46.6225,-122.9131,2003-08,198.9,55662,Natural Gas,Natural Gas
38.1181,-78.2139,2003-08,171.1,7837,Natural Gas,Natural Gas
32.277252,-81.284411,2003-08,197.8,55406,Natural Gas,Natural Gas
34.835,-89.2026,2003-08,178.5,55451,Natural Gas,Natural Gas
38.1181,-78.2139,2003-08,84.5,7837,Natural Gas,Natural Gas
34.63566,-104.04733,2003-09,204,56097,Wind,Wind
34.244991,-118.391327,2003-09,182.8,408,Natural Gas,Natural Gas
28.488246,-81.166944,2003-10,281.9,55821,Natural Gas,Natural Gas
28.488246,-81.166944,2003-10,203.2,55821,Natural Gas,Natural Gas
34.244991,-118.391327,2003-11,264.4,408,Natural Gas,Natural Gas
41.7194,-89.0492,2003-11,76.2,56160,Wind,Wind
40.759167,-73.946111,2003-12,87.5,2500,Natural Gas,Natural Gas
33.6157,-114.6865,2003-12,227,55295,Natural Gas,Natural Gas
29.378097,-94.932773,2003-12,167,55470,Natural Gas,Natural Gas
33.345047,-112.864227,2003-12,321,55481,Natural Gas,Natural Gas
37.7033,-102.6231,2003-12,162,56173,Wind,Wind
34.850781,-98.577311,2003-12,74.3,56081,Wind,Wind
40.6175,-75.3147,2003-12,195.5,55690,Natural Gas,Natural Gas
41.2874,-110.5556,2003-12,144,56093,Wind,Wind
33.345047,-112.864227,2003-12,185.3,55481,Natural Gas,Natural Gas
32.94793,-101.147784,2003-12,182.4,56111,Wind,Wind
33.6157,-114.6865,2003-12,182,55295,Natural Gas,Natural Gas
40.759167,-73.946111,2003-12,181,2500,Natural Gas,Natural Gas
27.788215,-81.869983,2003-12,191.3,7302,Natural Gas,Natural Gas
27.788215,-81.869983,2003-12,178.5,7302,Natural Gas,Natural Gas
29.378097,-94.932773,2003-12,110,55470,Natural Gas,Natural Gas
27.9072,-82.4231,2004-01,189.9,7873,Natural Gas,Natural Gas
34.347734,-82.774478,2004-01,84,7834,Natural Gas,Natural Gas
34.6397,-87.0639,2004-01,210,55293,Natural Gas,Natural Gas
42.2728,-73.8492,2004-01,136.9,55405,Natural Gas,Natural Gas
35.6139,-115.3561,2004-02,332.4,55687,Natural Gas,Natural Gas
35.6139,-115.3561,2004-02,178,55687,Natural Gas,Natural Gas
41.224355,-73.099728,2004-02,289,55126,Natural Gas,Natural Gas
30.3217,-91.2347,2004-03,195,55419,Natural Gas,Natural Gas
42.32238,-86.29368,2004-03,245,55297,Natural Gas,Natural Gas
42.32238,-86.29368,2004-03,147,55297,Natural Gas,Natural Gas
30.3217,-91.2347,2004-03,198,55419,Natural Gas,Natural Gas
43.1606,-95.2569,2004-04,81.6,1217,Natural Gas,Natural Gas
37.8667,-78.3813,2004-04,207,55439,Natural Gas,Natural Gas
42.2728,-73.8492,2004-04,270.3,55405,Natural Gas,Natural Gas
37.8667,-78.3813,2004-04,390.4,55439,Natural Gas,Natural Gas
41.224355,-73.099728,2004-05,289,55126,Natural Gas,Natural Gas
33.8697,-81.0178,2004-05,274.5,55386,Natural Gas,Natural Gas
40.1475,-74.7411,2004-05,271.2,55298,Natural Gas,Natural Gas
28.0525,-81.8083,2004-05,192.1,55412,Natural Gas,Natural Gas
40.801924,-75.107563,2004-05,228.6,55667,Natural Gas,Natural Gas
36.4078,-114.9606,2004-05,270.3,55841,Natural Gas,Natural Gas
42.2728,-73.8492,2004-05,270.3,55405,Natural Gas,Natural Gas
33.8697,-81.0178,2004-05,197,55386,Natural Gas,Natural Gas
36.4078,-114.9606,2004-05,197.2,55841,Natural Gas,Natural Gas
40.0908,-104.5953,2004-05,334.9,55835,Natural Gas,Natural Gas
40.1475,-74.7411,2004-05,198.9,55298,Natural Gas,Natural Gas
43.094,-93.292222,2004-05,173.4,8031,Natural Gas,Natural Gas
43.094,-93.292222,2004-05,256,8031,Natural Gas,Natural Gas
40.801924,-75.107563,2004-05,211.5,55667,Natural Gas,Natural Gas
35.6856,-97.2264,2004-05,159.5,55463,Natural Gas,Natural Gas
35.6856,-97.2264,2004-05,198.9,55463,Natural Gas,Natural Gas
32.3594,-81.1242,2004-05,212.8,55927,Natural Gas,Natural Gas
40.0908,-104.5953,2004-05,175.1,55835,Natural Gas,Natural Gas
32.3594,-81.1242,2004-05,443.7,55927,Natural Gas,Natural Gas
28.0525,-81.8083,2004-05,260,55412,Natural Gas,Natural Gas
32.3594,-81.1242,2004-05,198.9,55927,Natural Gas,Natural Gas
42.583056,-89.035833,2004-06,198.9,55641,Natural Gas,Natural Gas
40.1475,-74.7411,2004-06,198.9,55298,Natural Gas,Natural Gas
29.713414,-95.134508,2004-06,180,55464,Natural Gas,Natural Gas
31.6004,-89.9468,2004-06,83.5,7988,Natural Gas,Natural Gas
39.0911,-84.8669,2004-06,174,55502,Natural Gas,Natural Gas
40.0614,-111.7294,2004-06,75,56177,Natural Gas,Natural Gas
33.47596,-113.113434,2004-06,281.7,55372,Natural Gas,Natural Gas
29.713414,-95.134508,2004-06,276,55464,Natural Gas,Natural Gas
33.4083,-85.0403,2004-06,226.9,7946,Natural Gas,Natural Gas
33.4083,-85.0403,2004-06,183.6,7946,Natural Gas,Natural Gas
40.860905,-105.021207,2004-06,89.3,6761,Natural Gas,Natural Gas
38.5847,-85.4117,2004-06,199,6071,Natural Gas,Natural Gas
39.0911,-84.8669,2004-06,268,55502,Natural Gas,Natural Gas
33.47596,-113.113434,2004-06,144,55372,Natural Gas,Natural Gas
40.0529,-85.7389,2004-06,85.9,7336,Natural Gas,Natural Gas
42.583056,-89.035833,2004-06,277.1,55641,Natural Gas,Natural Gas
40.1475,-74.7411,2004-06,271.2,55298,Natural Gas,Natural Gas
33.0583,-97.9103,2004-07,299.7,55320,Natural Gas,Natural Gas
38.5847,-85.4117,2004-07,199,6071,Natural Gas,Natural Gas
33.0583,-97.9103,2004-07,261,55320,Natural Gas,Natural Gas
45.8114,-120.833,2004-08,188.5,55482,Natural Gas,Natural Gas
33.47596,-113.113434,2004-08,144,55372,Natural Gas,Natural Gas
45.8114,-120.833,2004-08,114.3,55482,Natural Gas,Natural Gas
33.47596,-113.113434,2004-08,281.7,55372,Natural Gas,Natural Gas
30.2098,-97.6129,2004-09,198,7900,Natural Gas,Natural Gas
33.47596,-113.113434,2004-09,281.7,55372,Natural Gas,Natural Gas
33.47596,-113.113434,2004-09,144,55372,Natural Gas,Natural Gas
30.2098,-97.6129,2004-09,190,7900,Natural Gas,Natural Gas
38.5283,-77.7681,2004-09,171.1,7836,Natural Gas,Natural Gas
40.40625,-79.03366,2004-11,585,3130,Waste Coal,Coal
39.807038,-75.421606,2004-12,188.2,55801,Natural Gas,Natural Gas
29.759124,-95.009648,2004-12,163.8,10692,Natural Gas,Natural Gas
41.5563,-93.5283,2004-12,195.5,7985,Natural Gas,Natural Gas
42.5539,-95.3283,2004-12,160.5,56251,Wind,Wind
30.0636,-94.0753,2004-12,163,50625,Natural Gas,Natural Gas
39.807038,-75.421606,2004-12,271.5,55801,Natural Gas,Natural Gas
33.764741,-118.09913,2005-01,264.3,400,Natural Gas,Natural Gas
33.764741,-118.09913,2005-01,182.8,400,Natural Gas,Natural Gas
37.8833,-84.1017,2005-01,98,54,Natural Gas,Natural Gas
40.330184,-96.808153,2005-01,93.9,8000,Natural Gas,Natural Gas
40.330184,-96.808153,2005-01,76.6,8000,Natural Gas,Natural Gas
32.3472,-100.3703,2005-02,98.8,56212,Wind,Wind
30.320556,-81.947222,2005-02,228.1,7846,Natural Gas,Natural Gas
38.7,-83.8181,2005-03,329.4,6041,Bituminous Coal,Coal
32.303889,-100.021667,2005-03,114,56270,Wind,Wind
40.7281,-73.9742,2005-04,180,2493,Natural Gas,Natural Gas
39.870074,-88.890756,2005-04,105,10865,Bituminous Coal,Coal
33.3325,-111.7503,2005-04,314.5,8068,Natural Gas,Natural Gas
35.5094,-98.7346,2005-04,106.5,56273,Wind,Wind
43.147153,-115.666637,2005-04,172.8,55733,Natural Gas,Natural Gas
30.0636,-94.0753,2005-04,163,50625,Natural Gas,Natural Gas
33.3325,-111.7503,2005-04,153.8,8068,Natural Gas,Natural Gas
34.9556,-118.844,2005-05,90,55656,Natural Gas,Natural Gas
34.9556,-118.844,2005-05,168,55656,Natural Gas,Natural Gas
44.3356,-93.290556,2005-05,212.5,56164,Natural Gas,Natural Gas
38.6642,-90.1764,2005-06,200,913,Natural Gas,Natural Gas
44.3204,-88.208889,2005-06,198.9,56031,Natural Gas,Natural Gas
37.2207,-121.7457,2005-06,200,55393,Natural Gas,Natural Gas
32.3478,-81.1817,2005-06,203.2,56150,Natural Gas,Natural Gas
43.751826,-87.878056,2005-06,173.4,56166,Natural Gas,Natural Gas
27.6058,-82.3456,2005-06,188.2,6042,Natural Gas,Natural Gas
31.6004,-89.9468,2005-06,83.5,7988,Natural Gas,Natural Gas
32.3478,-81.1817,2005-06,281.9,56150,Natural Gas,Natural Gas
29.7314,-95.0839,2005-06,84.9,50043,Natural Gas,Natural Gas
27.6058,-82.3456,2005-06,471.8,6042,Natural Gas,Natural Gas
27.0536,-80.5628,2005-06,188.2,6043,Natural Gas,Natural Gas
27.0536,-80.5628,2005-06,471.7,6043,Natural Gas,Natural Gas
39.82144,-111.89345,2005-06,146.2,56102,Natural Gas,Natural Gas
44.7855,-93.4315,2005-06,166.3,8027,Natural Gas,Natural Gas
44.3204,-88.208889,2005-06,221,56031,Natural Gas,Natural Gas
43.60347,-96.6356,2005-06,166.3,7237,Natural Gas,Natural Gas
30.0636,-94.0753,2005-06,163,50625,Natural Gas,Natural Gas
37.2207,-121.7457,2005-06,235,55393,Natural Gas,Natural Gas
34.9556,-118.844,2005-07,185,55656,Natural Gas,Natural Gas
42.594196,-73.763752,2005-07,194.3,2539,Natural Gas,Natural Gas
42.594196,-73.763752,2005-07,310.2,2539,Natural Gas,Natural Gas
43.3842,-87.8689,2005-07,173.1,4040,Natural Gas,Natural Gas
43.3842,-87.8689,2005-07,268.6,4040,Natural Gas,Natural Gas
34.9556,-118.844,2005-07,168,55656,Natural Gas,Natural Gas
34.4297,-92.8317,2005-07,262,55714,Natural Gas,Natural Gas
34.4297,-92.8317,2005-07,242,55714,Natural Gas,Natural Gas
45.571,-120.593,2005-07,75,56359,Wind,Wind
38.6803,-94.4824,2005-08,117,56151,Natural Gas,Natural Gas
34.1786,-118.3153,2005-09,188.7,56046,Natural Gas,Natural Gas
34.1786,-118.3153,2005-09,198.9,56046,Natural Gas,Natural Gas
42.5644,-93.6369,2005-09,150,56252,Wind,Wind
38.6642,-90.1764,2005-10,125,913,Natural Gas,Natural Gas
33.1197,-117.117778,2005-10,165,55985,Natural Gas,Natural Gas
43.7938,-94.8499,2005-11,100.5,56296,Wind,Wind
35.6957,-101.36,2005-11,117,55064,Natural Gas,Natural Gas
27.788215,-81.869983,2005-11,204,7302,Natural Gas,Natural Gas
46.4211,-117.8331,2005-11,149.4,56255,Wind,Wind
27.788215,-81.869983,2005-11,178.5,7302,Natural Gas,Natural Gas
33.1197,-117.117778,2005-11,165,55985,Natural Gas,Natural Gas
37.5797,-96.5503,2005-12,150,56303,Wind,Wind
34.8661,-98.6056,2005-12,151.4,56335,Wind,Wind
32.214024,-100.05712,2005-12,213,56291,Wind,Wind
32.290833,-100.4219,2005-12,135,56311,Wind,Wind
46.5725,-109.7531,2005-12,135,56377,Wind,Wind
43.7853,-75.5753,2005-12,137,56290,Wind,Wind
34.0818,-117.2418,2005-12,189.2,358,Natural Gas,Natural Gas
40.7889,-73.9069,2005-12,188,56196,Natural Gas,Natural Gas
33.9716,-103.8604,2005-12,120,56304,Wind,Wind
40.7889,-73.9069,2005-12,170,56196,Natural Gas,Natural Gas
34.0818,-117.2418,2005-12,164.6,358,Natural Gas,Natural Gas
34.4297,-92.8317,2006-01,242,55714,Natural Gas,Natural Gas
36.383719,-114.921779,2006-01,201.5,55322,Natural Gas,Natural Gas
34.0818,-117.2418,2006-01,189.2,358,Natural Gas,Natural Gas
36.383719,-114.921779,2006-01,329.8,55322,Natural Gas,Natural Gas
33.1197,-117.117778,2006-01,229,55985,Natural Gas,Natural Gas
34.0818,-117.2418,2006-01,164.6,358,Natural Gas,Natural Gas
33.101,-97.9574,2006-02,300,55230,Natural Gas,Natural Gas
38.338475,-121.123978,2006-02,170,55970,Natural Gas,Natural Gas
39.1681,-94.6975,2006-02,104,6064,Natural Gas,Natural Gas
38.338475,-121.123978,2006-02,190,55970,Natural Gas,Natural Gas
38.338475,-121.123978,2006-02,196.8,55970,Natural Gas,Natural Gas
37.4878,-120.8956,2006-02,110.8,56078,Natural Gas,Natural Gas
33.101,-97.9574,2006-02,170,55230,Natural Gas,Natural Gas
37.4878,-120.8956,2006-02,94.9,56078,Natural Gas,Natural Gas
33.3325,-111.7503,2006-03,153.8,8068,Natural Gas,Natural Gas
33.3325,-111.7503,2006-03,136.1,8068,Natural Gas,Natural Gas
45.7578,-107.6,2006-03,115.7,55749,Subbituminous Coal,Coal
36.430554,-114.902405,2006-04,85,7082,Natural Gas,Natural Gas
32.311556,-100.061589,2006-04,120.6,56240,Wind,Wind
32.92544,-101.219397,2006-04,84,56457,Wind,Wind
36.383719,-114.921779,2006-04,329.8,55322,Natural Gas,Natural Gas
40.6217,-74.2072,2006-04,181.4,2406,Natural Gas,Natural Gas
32.299349,-107.7834,2006-04,175,55343,Natural Gas,Natural Gas
40.6217,-74.2072,2006-04,315,2406,Natural Gas,Natural Gas
32.974554,-102.743607,2006-04,153,56326,Natural Gas,Natural Gas
36.383719,-114.921779,2006-04,201.5,55322,Natural Gas,Natural Gas
39.82144,-111.89345,2006-04,274.5,56102,Natural Gas,Natural Gas
32.299349,-107.7834,2006-04,300,55343,Natural Gas,Natural Gas
38.12,-121.85,2006-05,150,56362,Wind,Wind
40.7825,-73.8964,2006-05,255,55375,Natural Gas,Natural Gas
40.7825,-73.8964,2006-05,170,55375,Natural Gas,Natural Gas
44.3204,-88.208889,2006-06,198.9,56031,Natural Gas,Natural Gas
32.214024,-100.05712,2006-06,223.5,56291,Wind,Wind
32.214024,-100.05712,2006-06,299,56291,Wind,Wind
33.3792,-89.2089,2006-06,270,55694,Natural Gas,Natural Gas
31.528,-89.3004,2006-06,83.5,2070,Natural Gas,Natural Gas
33.3792,-89.2089,2006-07,310.5,55694,Natural Gas,Natural Gas
34.3186,-109.1639,2006-07,458.1,8223,Subbituminous Coal,Coal
44.1988,-94.003,2006-07,360,56104,Natural Gas,Natural Gas
45.3735,-98.098689,2006-07,108.2,56238,Natural Gas,Natural Gas
44.1988,-94.003,2006-07,192.1,56104,Natural Gas,Natural Gas
37.8641,-99.7528,2006-09,100.5,56351,Wind,Wind
45.8877,-120.2896,2006-10,199,56361,Wind,Wind
45.652457,-120.209783,2006-10,110.4,56360,Wind,Wind
33.3792,-89.2089,2006-11,270,55694,Natural Gas,Natural Gas
43.61407,-92.59882,2006-12,98.9,56424,Wind,Wind
34.8147,-105.0108,2006-12,90,56336,Wind,Wind
43.7853,-75.5753,2006-12,90.1,56290,Wind,Wind
42.1169,-95.1292,2006-12,105,56379,Wind,Wind
32.039,-101.22,2006-12,124.2,56394,Wind,Wind
36.637733,-99.601869,2006-12,120,56380,Wind,Wind
47.036269,-120.206494,2006-12,228.6,56322,Wind,Wind
31.991442,-101.302637,2007-01,89.5,56479,Wind,Wind
33.371506,-80.113235,2007-01,591,130,Bituminous Coal,Coal
27.7286,-81.9897,2007-03,175.8,7242,Natural Gas,Natural Gas
40.4792,-88.7989,2007-03,210.9,56338,Wind,Wind
27.7286,-81.9897,2007-04,175.8,7242,Natural Gas,Natural Gas
35.291944,-102.303056,2007-04,161,56432,Wind,Wind
37.072616,-94.698704,2007-05,148.8,1239,Natural Gas,Natural Gas
32.3122,-100.5303,2007-05,241,56337,Wind,Wind
25.4356,-80.3308,2007-05,472,621,Natural Gas,Natural Gas
40.092192,-104.887844,2007-05,210,56445,Natural Gas,Natural Gas
45.601,-93.2081,2007-05,169.2,2038,Natural Gas,Natural Gas
32.7204,-100.9952,2007-05,130.5,56506,Wind,Wind
25.4356,-80.3308,2007-05,188,621,Natural Gas,Natural Gas
31.8414,-102.315,2007-05,90.6,56349,Natural Gas,Natural Gas
28.988761,-95.395417,2007-05,80,56152,Natural Gas,Natural Gas
29.2878,-96.0683,2007-05,105.1,56350,Natural Gas,Natural Gas
31.8414,-102.315,2007-05,98.1,56349,Natural Gas,Natural Gas
28.988761,-95.395417,2007-05,180,56152,Natural Gas,Natural Gas
41.18,-95.8408,2007-06,922.5,1082,Subbituminous Coal,Coal
35.799798,-114.98173,2007-06,75.7,56405,Solar,Solar
32.974554,-102.743607,2007-06,153,56326,Natural Gas,Natural Gas
46.17894,-123.172039,2007-06,312,56227,Natural Gas,Natural Gas
46.17894,-123.172039,2007-06,171,56227,Natural Gas,Natural Gas
40.383889,-78.579444,2007-06,80,56451,Wind,Wind
41.643611,-89.173056,2007-06,80,56450,Wind,Wind
32.318221,-100.176986,2007-07,232.5,56484,Wind,Wind
37.6735,-102.8622,2007-07,75,56460,Wind,Wind
46.3747,-117.7772,2007-08,156,56466,Wind,Wind
44.3356,-93.290556,2007-08,122,56164,Natural Gas,Natural Gas
35.8619,-90.0253,2007-08,199.3,55340,Natural Gas,Natural Gas
35.8619,-90.0253,2007-08,280.5,55340,Natural Gas,Natural Gas
40.986,-103.436,2007-09,199.5,56563,Wind,Wind
43.852778,-96.018333,2007-09,205.5,56617,Wind,Wind
40.331667,-111.754167,2007-09,225.9,56237,Natural Gas,Natural Gas
40.331667,-111.754167,2007-09,182.7,56237,Natural Gas,Natural Gas
41.44823,-72.834884,2007-10,84,6635,Natural Gas,Natural Gas
36.640278,-99.500556,2007-10,94.5,56621,Wind,Wind
32.114185,-106.846483,2007-10,110,55210,Natural Gas,Natural Gas
40.941,-103.259,2007-10,201,56613,Wind,Wind
31.951958,-101.018936,2007-11,149.5,56763,Wind,Wind
45.5836,-120.5042,2007-11,221,56468,Wind,Wind
38.7928,-121.3811,2007-11,85,56298,Natural Gas,Natural Gas
40.8944,-104.0206,2007-11,221,56371,Wind,Wind
32.6256,-99.4928,2007-11,200,56395,Wind,Wind
45.815467,-120.341883,2007-11,204,56487,Wind,Wind
40.8944,-104.0206,2007-11,79.5,56371,Wind,Wind
31.951958,-101.018936,2007-11,214.5,56763,Wind,Wind
28.3661,-80.7947,2007-12,198.8,55286,Natural Gas,Natural Gas
42.5842,-94.7467,2007-12,123,56501,Wind,Wind
27.788215,-81.869983,2007-12,212.5,7302,Natural Gas,Natural Gas
27.788215,-81.869983,2007-12,199,7302,Natural Gas,Natural Gas
32.718056,-100.793333,2007-12,120,56775,Wind,Wind
40.4792,-88.7989,2007-12,213.8,56614,Wind,Wind
32.236944,-100.4833,2007-12,80.5,56372,Wind,Wind
42.5842,-94.7467,2007-12,75,56501,Wind,Wind
43.6861,-92.6272,2007-12,100.7,56494,Wind,Wind
48.63,-98.315,2007-12,118.5,56605,Wind,Wind
45.653745,-120.603414,2007-12,125.4,56485,Wind,Wind
45.085221,-117.816273,2007-12,100.7,56623,Wind,Wind
41.090583,-89.639811,2007-12,150,56640,Wind,Wind
46.138824,-122.985506,2008-01,133,55700,Natural Gas,Natural Gas
43.3608,-93.2978,2008-01,80,56383,Wind,Wind
46.3747,-117.7772,2008-01,78,56466,Wind,Wind
36.4144,-101.3864,2008-01,79.8,56560,Wind,Wind
44.2667,-96.3444,2008-01,150,56459,Wind,Wind
44.2919,-105.3811,2008-01,95,56319,Subbituminous Coal,Coal
45.959325,-98.946325,2008-01,180,56669,Wind,Wind
46.138824,-122.985506,2008-01,186,55700,Natural Gas,Natural Gas
32.2353,-101.8367,2008-02,120,56644,Wind,Wind
32.3983,-100.6481,2008-02,126.5,56592,Wind,Wind
35.1009,-98.3524,2008-02,86.5,2964,Natural Gas,Natural Gas
32.4694,-100.6664,2008-02,209,56593,Wind,Wind
43.179176,-115.734315,2008-02,179.1,7953,Natural Gas,Natural Gas
39.2175,-79.2094,2008-03,164,56495,Wind,Wind
35.9978,-95.9567,2008-03,86.5,4940,Natural Gas,Natural Gas
32.5144,-99.6564,2008-03,200,56483,Wind,Wind
43.0003,-92.62,2008-04,80,56677,Wind,Wind
31.951958,-101.018936,2008-04,186,56763,Wind,Wind
31.951944,-100.791389,2008-04,80,56754,Wind,Wind
44.536688,-92.915528,2008-04,173.4,56241,Natural Gas,Natural Gas
44.8914,-74.0061,2008-05,81,56619,Wind,Wind
46.9692,-123.48,2008-05,198.9,7999,Natural Gas,Natural Gas
44.8914,-74.0061,2008-05,100.5,56618,Wind,Wind
46.9692,-123.48,2008-05,317.1,7999,Natural Gas,Natural Gas
27.383889,-80.3775,2008-05,219.6,56400,Natural Gas,Natural Gas
43.3842,-87.8689,2008-05,268.6,4040,Natural Gas,Natural Gas
43.8794,-88.2708,2008-05,145.2,56391,Wind,Wind
31.951958,-101.018936,2008-05,112.5,56763,Wind,Wind
31.8414,-102.315,2008-05,98.1,56349,Natural Gas,Natural Gas
44.9314,-93.1117,2008-05,197,1912,Natural Gas,Natural Gas
34.611549,-106.732234,2008-05,159.5,55802,Natural Gas,Natural Gas
32.6078,-85.0975,2008-05,281.9,7710,Natural Gas,Natural Gas
44.9314,-93.1117,2008-05,250,1912,Natural Gas,Natural Gas
42.5367,-78.3047,2008-05,100.5,56620,Wind,Wind
40.695,-87.4886,2008-05,130.5,56679,Wind,Wind
32.6078,-85.0975,2008-05,203.1,7710,Natural Gas,Natural Gas
43.3842,-87.8689,2008-05,173.1,4040,Natural Gas,Natural Gas
27.383889,-80.3775,2008-05,191.8,56400,Natural Gas,Natural Gas
45.781825,-120.521151,2008-06,103.4,56666,Wind,Wind
38.445883,-96.065247,2008-06,171.4,56502,Natural Gas,Natural Gas
40.860905,-105.021207,2008-06,149.6,6761,Natural Gas,Natural Gas
29.2878,-96.0683,2008-06,115,56350,Natural Gas,Natural Gas
40.7461,-116.5297,2008-06,242,56224,Subbituminous Coal,Coal
38.0722,-77.5133,2008-06,178.5,7839,Natural Gas,Natural Gas
45.5836,-120.5042,2008-07,76.5,56468,Wind,Wind
32.100823,-101.451385,2008-07,142.5,56920,Wind,Wind
43.6161,-88.4969,2008-07,99,56942,Wind,Wind
39.5625,-119.525,2008-07,155.6,2336,Natural Gas,Natural Gas
44.8606,-89.6553,2008-07,595,4078,Subbituminous Coal,Coal
39.5625,-119.525,2008-07,312,2336,Natural Gas,Natural Gas
43.4303,-95.4167,2008-07,98.2,56645,Wind,Wind
45.3735,-98.098689,2008-07,108.2,56238,Natural Gas,Natural Gas
27.5667,-99.5089,2008-08,131.8,3439,Natural Gas,Natural Gas
32.2878,-100.1,2008-08,170.2,56638,Wind,Wind
33.733006,-97.428406,2008-08,112.5,58080,Wind,Wind
41.2294,-89.5572,2008-08,72,56622,Wind,Wind
32.728333,-103.309444,2008-09,280.5,56458,Natural Gas,Natural Gas
41.263889,-110.544444,2008-09,80,56753,Wind,Wind
27.5667,-99.5089,2008-09,131.8,3439,Natural Gas,Natural Gas
33.752201,-100.967402,2008-09,150,56773,Wind,Wind
32.728333,-103.309444,2008-09,196.9,56458,Natural Gas,Natural Gas
33.371506,-80.113235,2008-10,652,130,Bituminous Coal,Coal
41.2269,-88.6836,2008-10,99,56941,Wind,Wind
30.4522,-84.4,2008-10,198.9,688,Natural Gas,Natural Gas
48.51,-112.1097,2008-10,106.5,57049,Wind,Wind
43.4839,-92.6131,2008-10,300,56797,Wind,Wind
32.1981,-100.2686,2008-11,169.5,56774,Wind,Wind
39.4375,-97.6644,2008-12,96,56784,Wind,Wind
42.1622,-94.93,2008-12,159.1,56809,Wind,Wind
32.929014,-101.578617,2008-12,180,56956,Wind,Wind
43.7092,-82.9633,2008-12,69,56416,Wind,Wind
32.1408,-101.3986,2008-12,121.9,56783,Wind,Wind
42.1044,-93.2722,2008-12,150,56924,Wind,Wind
43.2125,-93.8311,2008-12,150,56923,Wind,Wind
27.0011,-97.5994,2008-12,283.2,56661,Wind,Wind
31.905833,-93.1725,2008-12,78.8,58108,Black Liquor,Biofuel
39.4375,-97.6644,2008-12,105,56784,Wind,Wind
45.7167,-120.2008,2008-12,102.9,56855,Wind,Wind
32.7683,-99.4228,2008-12,165.6,56823,Wind,Wind
43.0181,-105.835278,2008-12,119.6,56841,Wind,Wind
41.4517,-95.2383,2008-12,165.2,56811,Wind,Wind
35.535,-99.3828,2008-12,123,56804,Wind,Wind
41.9203,-106.3758,2008-12,122.1,56843,Wind,Wind
38.879936,-98.160159,2008-12,100.8,56488,Wind,Wind
39.2175,-79.2094,2008-12,100,56495,Wind,Wind
43.7542,-94.9497,2008-12,99,56793,Wind,Wind
41.4236,-94.665,2008-12,174.8,56810,Wind,Wind
31.9361,-101.2983,2008-12,115.5,56921,Wind,Wind
43.7189,-92.705,2008-12,100.5,56994,Wind,Wind
47.1294,-97.8853,2008-12,148.5,56919,Wind,Wind
33.052226,-98.328415,2009-01,120,57156,Wind,Wind
45.7119,-120.125,2009-01,98.7,56789,Wind,Wind
32.4081,-100.1286,2009-01,101.2,56649,Wind,Wind
38.1711,-121.8461,2009-01,150,56874,Wind,Wind
35.3919,-101.53,2009-01,79.5,56648,Wind,Wind
36.4964,-101.3917,2009-01,114,56905,Wind,Wind
38.0175,-121.7587,2009-01,213.3,56476,Natural Gas,Natural Gas
38.0175,-121.7587,2009-01,203.2,56476,Natural Gas,Natural Gas
45.6533,-119.9914,2009-01,72,56952,Wind,Wind
43.273731,-93.800002,2009-01,200,56925,Wind,Wind
42.45,-77.52,2009-01,87.5,56634,Wind,Wind
43.0572,-105.8543,2009-01,115.8,56842,Wind,Wind
38.892653,-98.168876,2009-01,148.5,56985,Wind,Wind
45.675804,-120.31832,2009-02,102.9,56854,Wind,Wind
41.8206,-90.2097,2009-02,75,10860,Subbituminous Coal,Coal
42.7794,-78.4269,2009-02,112.5,56953,Wind,Wind
45.52,-120.5744,2009-02,100.8,56790,Wind,Wind
38.445883,-96.065247,2009-02,171.4,56502,Natural Gas,Natural Gas
43.8006,-92.6822,2009-02,100.5,56876,Wind,Wind
40.583889,-87.3336,2009-02,99,56777,Wind,Wind
40.583889,-87.3336,2009-03,100,56777,Wind,Wind
38.503167,-101.161472,2009-03,99,56818,Wind,Wind
40.583889,-87.3336,2009-03,101.3,56777,Wind,Wind
42.6978,-97.6189,2009-03,81,56947,Wind,Wind
31.995,-102.828333,2009-04,92.5,56961,Wind,Wind
44.8216,-73.6509,2009-04,97.5,56901,Wind,Wind
40.575,-95.5228,2009-04,146,56767,Wind,Wind
42.6697,-78.2278,2009-04,126,56902,Wind,Wind
41.8206,-90.2097,2009-04,105,10860,Subbituminous Coal,Coal
27.022112,-97.498478,2009-04,201.6,56795,Wind,Wind
27.9072,-82.4231,2009-04,69.9,7873,Natural Gas,Natural Gas
44.8917,-74.0299,2009-04,106.5,56904,Wind,Wind
38.7,-83.8181,2009-04,329.4,6041,Bituminous Coal,Coal
38.0722,-77.5133,2009-04,178.5,7839,Natural Gas,Natural Gas
40.6214,-95.7764,2009-05,738,6096,Subbituminous Coal,Coal
28.7883,-97.01,2009-05,196.9,3443,Natural Gas,Natural Gas
39.754803,-89.602389,2009-05,230.1,963,Bituminous Coal,Coal
36.654114,-120.579727,2009-05,69.9,56639,Natural Gas,Natural Gas
45.8797,-120.8072,2009-05,136.3,56702,Wind,Wind
40.8411,-76.1547,2009-05,102,56770,Wind,Wind
45.0203,-93.2753,2009-05,210.6,1927,Natural Gas,Natural Gas
40.2461,-104.8742,2009-05,140.3,6112,Natural Gas,Natural Gas
36.6514,-120.5833,2009-06,108,56803,Natural Gas,Natural Gas
41.5444,-73.0417,2009-06,96,56629,Natural Gas,Natural Gas
