record_id,species,flock,nbirds,latitude,longitude,date,isoCountry
182,Whooping_Crane,0,1,51.25,-105.25,1984-10-01,CA
183,Whooping_Crane,0,2,45.083330000000004,-99.75,1985-10-01,US
184,Whooping_Crane,0,1,41.75,-99.75,1986-04-01,US
185,Whooping_Crane,0,1,37.58333,-98.25000000000001,1986-11-01,US
186,Whooping_Crane,0,1,41.91667,-99.75,1987-10-01,US
187,Whooping_Crane,0,1,41.91667,-99.75,1987-11-01,US
188,Whooping_Crane,0,3,42.30679394375214,-99.78694889484065,1989-04-01,US
189,Whooping_Crane,0,1,52.75,-107.08000000000001,1989-09-01,CA
190,Whooping_Crane,0,1,52.75,-106.91000000000001,1989-10-01,CA
191,Whooping_Crane,0,1,40.75,-98.41,1989-11-01,US
192,Whooping_Crane,0,1,36.75,-98.25000000000001,1993-10-01,US
193,Whooping_Crane,0,1,52.75,-107.08000000000001,1994-09-01,CA
194,Whooping_Crane,0,1,52.75,-107.08000000000001,1994-10-01,CA
195,Whooping_Crane,0,1,38.41667,-98.75,1995-10-01,US
196,Whooping_Crane,0,3,47.51346819278872,-103.56499462097729,1996-10-01,CA
197,Whooping_Crane,0,1,41.75,-99.08,1997-04-01,US
198,Whooping_Crane,0,1,52.75,-107.08000000000001,1999-10-01,CA
199,Whooping_Crane,0,1,60.083330000000004,-113.25,1982-08-01,CA
200,Whooping_Crane,0,3,48.329290660769615,-102.88918653571055,1982-10-01,CA
201,Whooping_Crane,0,9,43.21103093780406,-101.85719926947388,1983-04-01,US
202,Whooping_Crane,0,6,52.17213447806121,-106.71257056345229,1983-09-01,CA
203,Whooping_Crane,0,9,36.453414775208174,-98.55579566629423,1983-10-01,US
204,Whooping_Crane,0,5,34.05523493915763,-98.03579493360354,1984-04-01,US
205,Whooping_Crane,0,9,45.66287659630341,-102.11660460171707,1984-05-01,US
206,Whooping_Crane,0,1,35.58333,-99.25,1984-10-01,US
207,Whooping_Crane,0,1,60.083330000000004,-113.25,1982-08-01,CA
208,Whooping_Crane,0,2,53.35148369455946,-107.58755208632208,1982-10-01,CA
209,Whooping_Crane,0,1,28.25,-96.75,1983-02-01,US
210,Whooping_Crane,0,1,60.25000000000001,-113.41,1983-08-01,CA
211,Whooping_Crane,0,5,52.72359625926828,-107.32368059851814,1983-10-01,CA
212,Whooping_Crane,0,4,49.0060493339757,-103.27050980725117,1983-11-01,CA
213,Whooping_Crane,0,10,39.11271321721011,-100.04661607558717,1984-04-01,US
214,Whooping_Crane,0,1,47.91667,-102.41000000000001,1984-10-01,US
215,Whooping_Crane,0,3,40.41702522402372,-98.82490970115542,1985-04-01,US
216,Whooping_Crane,0,1,45.083330000000004,-99.75,1985-10-01,US
217,Whooping_Crane,0,1,41.75,-99.75,1986-04-01,US
218,Whooping_Crane,0,1,37.583330000000004,-98.25000000000001,1986-11-01,US
219,Whooping_Crane,0,1,41.91667,-99.75,1987-10-01,US
220,Whooping_Crane,0,1,41.91667,-99.75,1987-11-01,US
221,Whooping_Crane,0,3,42.30679394375214,-99.78694889484063,1989-04-01,US
222,Whooping_Crane,0,1,52.75,-107.08000000000001,1989-09-01,CA
223,Whooping_Crane,0,1,52.75,-106.91000000000001,1989-10-01,CA
224,Whooping_Crane,0,1,40.75000000000001,-98.41,1989-11-01,US
225,Whooping_Crane,0,1,36.75,-98.25000000000001,1993-10-01,US
226,Whooping_Crane,0,1,52.75,-107.08000000000001,1994-10-01,CA
227,Whooping_Crane,0,1,38.41667,-98.75,1995-10-01,US
228,Whooping_Crane,0,3,47.51346819278872,-103.56499462097729,1996-10-01,CA
229,Whooping_Crane,0,1,41.75,-99.08,1997-04-01,US
230,Whooping_Crane,0,1,52.75,-107.08000000000001,1999-10-01,CA
231,Whooping_Crane,0,1,60.083330000000004,-113.25,1983-08-01,CA
232,Whooping_Crane,0,1,40.583330000000004,-99.91,1984-04-01,US
233,Whooping_Crane,0,1,47.91667,-102.41000000000001,1984-10-01,US
234,Whooping_Crane,0,1,60.083330000000004,-113.25,1983-08-01,CA
235,Whooping_Crane,0,1,40.08333,-98.41,1984-04-01,US
236,Whooping_Crane,0,1,36.75,-98.25000000000001,1984-10-01,US
237,Whooping_Crane,0,1,60.25000000000001,-113.41,1983-08-01,CA
238,Whooping_Crane,0,1,36.75,-98.25000000000001,1984-10-01,US
239,Whooping_Crane,0,2,40.75,-98.91,1987-10-01,US
240,Whooping_Crane,0,1,52.08333,-106.41,1988-04-01,CA
241,Whooping_Crane,0,1,40.41667,-99.08,1992-04-01,US
242,Whooping_Crane,0,1,60.25000000000001,-113.41,1983-08-01,CA
243,Whooping_Crane,0,1,40.08333,-98.08000000000001,1983-10-01,US
244,Whooping_Crane,0,1,40.08333,-98.08000000000001,1983-11-01,US
245,Whooping_Crane,0,5,51.38358618249918,-104.9513098154153,1986-09-01,CA
246,Whooping_Crane,0,1,51.58333,-104.75,1986-10-01,CA
247,Whooping_Crane,0,1,40.75,-98.41,1987-04-01,US
248,Whooping_Crane,0,1,47.41667,-101.08,1988-04-01,US
249,Whooping_Crane,0,1,52.41667,-106.08,1989-09-01,CA
250,Whooping_Crane,0,1,52.41667,-106.08,1989-10-01,CA
251,Whooping_Crane,0,1,41.41667,-99.08,1996-04-01,US
252,Whooping_Crane,0,1,60.25000000000001,-113.41,1983-08-01,CA
253,Whooping_Crane,0,1,39.91667,-101.41,1984-04-01,US
254,Whooping_Crane,0,1,53.41667,-107.58,1984-10-01,CA
255,Whooping_Crane,0,1,48.583330000000004,-104.25,1985-04-01,US
256,Whooping_Crane,0,1,47.91667000000001,-102.08,1985-10-01,US
257,Whooping_Crane,0,1,44.75,-99.91,1988-04-01,US
258,Whooping_Crane,0,1,50.58333,-103.41,1989-04-01,CA
259,Whooping_Crane,0,2,53.5833651201152,-106.66466483781021,1990-10-01,CA
260,Whooping_Crane,0,1,40.41667,-99.08,1992-04-01,US
261,Whooping_Crane,0,1,42.416669999999996,-97.91000000000001,1993-04-01,US
262,Whooping_Crane,0,1,43.08333,-111.41000000000001,1983-08-01,US
263,Whooping_Crane,0,1,37.41667,-105.91,1984-03-01,US
264,Whooping_Crane,0,1,43.08333,-111.41000000000001,1983-08-01,US
265,Whooping_Crane,0,1,33.91667,-106.91000000000001,1985-01-01,US
266,Whooping_Crane,0,1,43.08333,-111.41000000000001,1983-08-01,US
267,Whooping_Crane,0,1,43.08333,-111.41000000000001,1983-08-01,US
268,Whooping_Crane,0,2,43.08333,-111.41000000000001,1987-06-01,US
269,Whooping_Crane,0,1,43.08333,-111.41000000000001,1983-08-01,US
270,Whooping_Crane,0,1,35.08333,-106.58,1992-11-01,US
271,Whooping_Crane,0,1,43.08333,-111.41000000000001,1983-08-01,US
272,Whooping_Crane,0,1,37.41667,-105.91,1984-04-01,US
273,Whooping_Crane,0,1,60.083330000000004,-113.25,1984-08-01,CA
274,Whooping_Crane,0,1,38.08333,-98.41,1984-10-01,US
275,Whooping_Crane,0,2,45.91667,-100.58,1985-10-01,US
276,Whooping_Crane,0,1,60.25000000000001,-113.41,1984-08-01,CA
277,Whooping_Crane,0,1,46.25000000000001,-100.41,1984-11-01,US
278,Whooping_Crane,0,1,40.75,-98.41,1987-04-01,US
279,Whooping_Crane,0,1,47.41667,-101.08,1988-04-01,US
280,Whooping_Crane,0,1,60.25000000000001,-113.41,1984-08-01,CA
281,Whooping_Crane,0,2,45.91667,-100.58,1985-10-01,US
282,Whooping_Crane,0,1,28.916669999999996,-95.41,1985-12-01,US
283,Whooping_Crane,0,1,28.916669999999996,-95.41,1986-03-01,US
284,Whooping_Crane,0,2,40.75,-98.91,1987-10-01,US
285,Whooping_Crane,0,1,52.08333,-106.41,1988-04-01,CA
286,Whooping_Crane,0,1,27.91667,-97.08,1989-01-01,US
287,Whooping_Crane,0,1,60.083330000000004,-113.25,1984-08-01,CA
288,Whooping_Crane,0,2,45.91667,-100.58,1985-10-01,US
289,Whooping_Crane,0,2,38.41667,-98.75,1986-11-01,US
290,Whooping_Crane,0,1,42.08333,-103.58,1987-04-01,US
291,Whooping_Crane,0,1,47.58333,-101.58,1987-10-01,US
292,Whooping_Crane,0,1,36.75,-98.25000000000001,1987-11-01,US
293,Whooping_Crane,0,1,48.25,-103.08,1988-04-01,US
294,Whooping_Crane,0,1,36.75,-98.25000000000001,1989-11-01,US
295,Whooping_Crane,0,2,37.583330000000004,-100.41,1990-11-01,US
296,Whooping_Crane,0,1,48.916669999999996,-103.58,1993-04-01,US
297,Whooping_Crane,0,1,52.41667,-107.41,1996-09-01,CA
298,Whooping_Crane,0,1,52.41667,-107.41,1996-10-01,CA
299,Whooping_Crane,0,1,41.75,-99.08,1997-04-01,US
300,Whooping_Crane,0,1,60.083330000000004,-113.25,1984-08-01,CA
301,Whooping_Crane,0,1,29.083330000000004,-96.25,1984-12-01,US
302,Whooping_Crane,0,2,45.91667,-100.58,1985-10-01,US
303,Whooping_Crane,0,1,28.916670000000003,-95.41,1985-12-01,US
304,Whooping_Crane,0,1,28.916670000000003,-95.41,1986-03-01,US
305,Whooping_Crane,0,1,52.25,-107.75,1988-04-01,CA
306,Whooping_Crane,0,1,50.41667000000001,-105.08,1989-04-01,CA
307,Whooping_Crane,0,1,40.75,-100.75,1992-04-01,US
308,Whooping_Crane,0,2,42.58333,-99.25,1992-10-01,US
309,Whooping_Crane,0,1,60.24999999999999,-113.41,1984-08-01,CA
310,Whooping_Crane,0,1,51.25,-105.08,1986-04-01,CA
311,Whooping_Crane,0,1,45.58333,-100.25,1987-11-01,US
312,Whooping_Crane,0,1,46.25,-118.91000000000001,1988-03-01,US
313,Whooping_Crane,0,1,40.75,-99.25,1988-04-01,US
314,Whooping_Crane,0,1,60.25000000000001,-113.41,1984-08-01,CA
315,Whooping_Crane,0,1,36.58333,-99.58,1984-10-01,US
316,Whooping_Crane,0,1,60.083330000000004,-113.25,1984-08-01,CA
317,Whooping_Crane,0,1,35.083330000000004,-98.41,1984-11-01,US
318,Whooping_Crane,0,3,38.30566601487838,-98.63632001615878,1986-11-01,US
319,Whooping_Crane,0,1,60.25000000000001,-113.41,1984-08-01,CA
320,Whooping_Crane,0,1,41.75,-100.41,1984-10-01,US
321,Whooping_Crane,0,2,45.91667,-100.58,1985-10-01,US
322,Whooping_Crane,0,2,38.416669999999996,-98.75,1986-11-01,US
323,Whooping_Crane,0,1,42.08333,-103.58,1987-04-01,US
324,Whooping_Crane,0,3,38.13899545591735,-98.52316050283109,1987-10-01,US
325,Whooping_Crane,0,1,36.75,-98.25000000000001,1993-10-01,US
326,Whooping_Crane,0,1,60.25000000000001,-113.41,1985-08-01,CA
327,Whooping_Crane,0,2,38.41667,-98.75,1986-11-01,US
328,Whooping_Crane,0,1,50.58333,-105.75,1987-05-01,CA
329,Whooping_Crane,0,1,38.41667,-98.75,1987-10-01,US
330,Whooping_Crane,0,1,48.74999999999999,-103.41,1989-10-01,US
331,Whooping_Crane,0,2,38.41667,-98.75,1990-10-01,US
332,Whooping_Crane,0,1,60.25000000000001,-113.08,1985-08-01,CA
333,Whooping_Crane,0,2,46.41667,-102.58000000000001,1985-10-01,US
334,Whooping_Crane,0,2,38.41667,-98.75,1986-11-01,US
335,Whooping_Crane,0,1,46.91667,-104.75,1988-04-01,US
336,Whooping_Crane,0,1,46.91667,-104.75,1988-05-01,US
337,Whooping_Crane,0,1,52.58333,-106.58,1989-10-01,CA
338,Whooping_Crane,0,1,60.25000000000001,-113.25,1985-08-01,CA
339,Whooping_Crane,0,2,36.91667,-100.58,1986-11-01,US
340,Whooping_Crane,0,1,46.91667,-104.75,1988-04-01,US
341,Whooping_Crane,0,1,46.91667,-104.75,1988-05-01,US
342,Whooping_Crane,0,1,60.25000000000001,-113.41,1985-08-01,CA
343,Whooping_Crane,0,2,38.41667,-98.75,1986-11-01,US
344,Whooping_Crane,0,1,50.75,-105.58,1989-05-01,CA
345,Whooping_Crane,0,1,50.75,-105.08,1990-04-01,CA
346,Whooping_Crane,0,1,50.75,-105.08,1990-05-01,CA
347,Whooping_Crane,0,2,41.75000000000001,-99.41,1993-10-01,US
348,Whooping_Crane,0,1,43.91667000000001,-99.58,1995-05-01,US
349,Whooping_Crane,0,3,45.67907584922627,-101.63643731461045,1996-10-01,CA
350,Whooping_Crane,0,1,40.58332999999999,-99.5,1999-04-01,US
351,Whooping_Crane,0,1,41.58332999999999,-99.41,2002-10-01,US
352,Whooping_Crane,0,1,60.083330000000004,-112.58,1985-08-01,CA
353,Whooping_Crane,0,2,48.916669999999996,-102.08,1985-10-01,US
354,Whooping_Crane,0,2,40.667407871750136,-100.16240711315048,1986-04-01,US
355,Whooping_Crane,0,1,52.08333,-105.91,1987-10-01,CA
356,Whooping_Crane,0,1,52.08333,-105.91,1987-11-01,CA
357,Whooping_Crane,0,1,40.75,-99.08,1988-03-01,US
