species	flock	date	coords	fossilCount	windCount	borderCount	hydroCount	distanceCount	nbirds
Whooping_Crane	B69466022676	1986-02-01	[[-111.41000000000001, 43.08333], [-106.75, 34.75]]	2	0	0	0	1010.094939199871	1
Whooping_Crane	B49476749136	1987-06-01	[[-111.41000000000001, 43.08333], [-111.41000000000001, 43.08333]]	0	0	0	0	0.0	1
Whooping_Crane	B19316767543	1983-09-01	[[-113.25, 60.25000000000001], [-100.82088104368725, 42.492694361112434]]	0	0	1	0	2146.436667073694	1
Whooping_Crane	B19316767543	1984-03-01	[[-100.82088104368725, 42.492694361112434], [-99.65402807185536, 38.55376708223076]]	0	0	0	0	448.942149923527	1
Whooping_Crane	B19316767543	1984-09-01	[[-99.65402807185536, 38.55376708223076], [-98.25000000000001, 36.75]]	0	0	0	0	235.59076876452627	1
Whooping_Crane	B19316767543	1987-09-01	[[-98.25000000000001, 36.75], [-105.91, 52.08333]]	0	0	1	0	1807.825146811306	1
Whooping_Crane	B19316767543	1987-10-01	[[-105.91, 52.08333], [-105.91, 52.08333]]	0	0	0	0	0.0	1
Whooping_Crane	B79316767507	1983-09-01	[[-113.41, 60.24999999999999], [-102.25, 46.25]]	0	0	1	0	1719.3045023817629	1
Whooping_Crane	B79316767507	1984-03-01	[[-102.25, 46.25], [-99.43818024503939, 37.94818595092449]]	0	0	0	0	951.6506188888134	1
Whooping_Crane	B79316767507	1984-09-01	[[-99.43818024503939, 37.94818595092449], [-98.25000000000001, 36.75]]	0	0	0	0	169.64864286112152	1
Whooping_Crane	B59316767516	1980-09-01	[[-113.41, 60.25000000000001], [-107.41, 52.41667]]	0	0	0	0	945.3760496556015	1
Whooping_Crane	B59316767516	1982-08-01	[[-107.41, 52.41667], [-108.75, 52.916669999999996]]	0	0	0	0	106.09336750691206	1
Whooping_Crane	B59316767516	1982-09-01	[[-108.75, 52.916669999999996], [-105.41410027731588, 51.33344589702303]]	0	0	0	0	287.79402812675056	1
Whooping_Crane	B59316767516	1983-09-01	[[-105.41410027731588, 51.33344589702303], [-102.25, 46.25]]	0	0	1	0	610.7825396699126	1
Whooping_Crane	B59316767516	1986-09-01	[[-102.25, 46.25], [-98.91, 40.58333]]	0	0	0	0	685.2584152364752	1
Whooping_Crane	B59316767516	1986-10-01	[[-98.91, 40.58333], [-98.91, 40.58333]]	0	0	0	0	0.0	1
Whooping_Crane	B59316767516	1987-03-01	[[-98.91, 40.58333], [-99.58, 37.75]]	0	0	0	0	320.299894448182	1
Whooping_Crane	B59316767516	1987-09-01	[[-99.58, 37.75], [-98.75, 38.25000000000001]]	0	0	0	0	91.5431759333294	1
Whooping_Crane	B59316767516	1991-09-01	[[-98.75, 38.25000000000001], [-105.75, 52.25]]	0	0	1	0	1648.4599700751573	1
Whooping_Crane	B59316767597	1980-09-01	[[-113.41, 60.25000000000001], [-103.25, 48.583330000000004]]	0	0	1	0	1450.536630431737	1
Whooping_Crane	B79316767586	1981-09-01	[[-113.91, 60.41667000000001], [-102.90071795692833, 44.42644613540581]]	0	0	1	0	1922.4003440664924	1
Whooping_Crane	B79316767586	1981-10-01	[[-102.90071795692833, 44.42644613540581], [-97.34281194101135, 31.195916206248548]]	0	0	0	0	1549.0869790805568	1
Whooping_Crane	B79316767586	1982-08-01	[[-97.34281194101135, 31.195916206248548], [-111.41000000000001, 56.74999999999999]]	0	0	1	0	3042.611068773676	1
Whooping_Crane	B79316767586	1982-09-01	[[-111.41000000000001, 56.74999999999999], [-97.58, 31.416669999999993]]	0	0	1	0	3012.6014406601507	1
Whooping_Crane	B69316767577	1981-08-01	[[-113.41, 60.25000000000001], [-109.84746014489535, 55.09253509456651]]	0	0	0	0	611.1416412776975	1
Whooping_Crane	B69316767577	1981-09-01	[[-109.84746014489535, 55.09253509456651], [-101.75, 52.58333]]	0	0	0	0	599.5999288237929	1
Whooping_Crane	B99476308003	1986-04-01	[[-111.41000000000001, 43.08333], [-105.75, 37.41667]]	0	0	0	0	791.8940953418883	1
Whooping_Crane	B79316767403	1982-09-01	[[-113.41, 60.25000000000001], [-103.79626363133092, 49.0706978332947]]	0	0	1	0	1385.1078049975813	1
Whooping_Crane	B79316767403	1982-10-01	[[-103.79626363133092, 49.0706978332947], [-97.48061537334823, 37.97854294385828]]	1	0	1	0	1333.1936207169801	1
Whooping_Crane	B69316767496	1983-09-01	[[-113.41, 60.25000000000001], [-102.25, 46.25]]	0	0	1	0	1719.3045023817626	1
Whooping_Crane	B69316767496	1984-09-01	[[-102.25, 46.25], [-102.41000000000001, 47.91667]]	0	0	0	0	185.72066518093513	1
Whooping_Crane	B39316767457	1982-09-01	[[-112.58, 60.083330000000004], [-112.75, 59.41667]]	0	0	0	0	74.73831305974119	1
Whooping_Crane	B39316767457	1983-03-01	[[-112.75, 59.41667], [-98.91, 34.08333]]	0	0	1	0	2993.9288380704934	1
Whooping_Crane	B39316767457	1983-08-01	[[-98.91, 34.08333], [-109.10515566443254, 55.46393520606493]]	0	0	1	0	2503.783580483514	1
Whooping_Crane	B39316767457	1983-09-01	[[-109.10515566443254, 55.46393520606493], [-98.53524058238601, 36.45382315932878]]	0	0	1	0	2260.2905306448806	1
Whooping_Crane	B39316767457	1984-03-01	[[-98.53524058238601, 36.45382315932878], [-98.03579493360354, 34.05523493915763]]	0	0	0	0	270.5375573413748	1
Whooping_Crane	B39316767457	1984-04-01	[[-98.03579493360354, 34.05523493915763], [-102.99647745959437, 46.99368626910475]]	0	0	1	0	1497.729557462089	1
Whooping_Crane	B39316767457	1984-09-01	[[-102.99647745959437, 46.99368626910475], [-105.25, 51.25]]	0	0	1	0	500.8235263730132	1
Whooping_Crane	B39316767457	1985-09-01	[[-105.25, 51.25], [-99.75, 45.083330000000004]]	2	0	1	0	797.3299670297748	1
Whooping_Crane	B39316767457	1986-03-01	[[-99.75, 45.083330000000004], [-99.75, 41.75]]	0	0	0	0	370.64938483211216	1
Whooping_Crane	B39316767457	1986-10-01	[[-99.75, 41.75], [-98.25000000000001, 37.58333]]	0	0	0	0	480.7498151195675	1
Whooping_Crane	B39316767457	1987-09-01	[[-98.25000000000001, 37.58333], [-99.75, 41.91667]]	0	0	0	0	498.59325505934044	1
Whooping_Crane	B39316767457	1987-10-01	[[-99.75, 41.91667], [-99.75, 41.91667]]	0	0	0	0	0.0	1
Whooping_Crane	B39316767457	1989-03-01	[[-99.75, 41.91667], [-99.78694889484065, 42.30679394375214]]	0	0	0	0	43.486741613401115	1
Whooping_Crane	B39316767457	1989-08-01	[[-99.78694889484065, 42.30679394375214], [-107.08000000000001, 52.75]]	0	0	1	0	1282.2892052707423	1
Whooping_Crane	B39316767457	1989-09-01	[[-107.08000000000001, 52.75], [-106.91000000000001, 52.75]]	0	0	0	0	11.44195284245112	1
Whooping_Crane	B39316767457	1989-10-01	[[-106.91000000000001, 52.75], [-98.41, 40.75]]	1	0	1	0	1480.7757234746275	1
Whooping_Crane	B39316767457	1993-09-01	[[-98.41, 40.75], [-98.25000000000001, 36.75]]	0	0	0	0	444.9958152471395	1
Whooping_Crane	B39316767457	1994-08-01	[[-98.25000000000001, 36.75], [-107.08000000000001, 52.75]]	0	0	1	0	1907.4777099138594	1
Whooping_Crane	B39316767457	1994-09-01	[[-107.08000000000001, 52.75], [-107.08000000000001, 52.75]]	0	0	0	0	0.0	1
Whooping_Crane	B39316767457	1995-09-01	[[-107.08000000000001, 52.75], [-98.75, 38.41667]]	0	0	1	0	1717.836662703939	1
Whooping_Crane	B39316767457	1996-09-01	[[-98.75, 38.41667], [-103.56499462097729, 47.51346819278872]]	0	0	1	0	1084.1879071642472	1
Whooping_Crane	B39316767457	1997-03-01	[[-103.56499462097729, 47.51346819278872], [-99.08, 41.75]]	0	0	1	0	732.2685793930212	1
Whooping_Crane	B39316767457	1999-09-01	[[-99.08, 41.75], [-107.08000000000001, 52.75]]	0	0	1	0	1362.0990529416495	1
Whooping_Crane	B49316767437	1982-09-01	[[-113.25, 60.083330000000004], [-102.88918653571055, 48.329290660769615]]	0	0	1	0	1466.5004195436072	1
Whooping_Crane	B49316767437	1983-03-01	[[-102.88918653571055, 48.329290660769615], [-101.85719926947388, 43.21103093780406]]	0	0	1	0	574.7102464722725	1
Whooping_Crane	B49316767437	1983-08-01	[[-101.85719926947388, 43.21103093780406], [-106.71257056345229, 52.17213447806121]]	0	0	1	0	1060.0241022725547	1
Whooping_Crane	B49316767437	1983-09-01	[[-106.71257056345229, 52.17213447806121], [-98.55579566629423, 36.453414775208174]]	0	0	1	0	1861.596682902833	1
Whooping_Crane	B49316767437	1984-03-01	[[-98.55579566629423, 36.453414775208174], [-98.03579493360354, 34.05523493915763]]	0	0	0	0	270.8118659741954	1
Whooping_Crane	B49316767437	1984-04-01	[[-98.03579493360354, 34.05523493915763], [-102.11660460171707, 45.66287659630341]]	0	0	1	0	1336.396204213569	1
Whooping_Crane	B49316767437	1984-09-01	[[-102.11660460171707, 45.66287659630341], [-99.25, 35.58333]]	0	0	0	0	1146.3955086985573	1
Whooping_Crane	B99316767446	1982-09-01	[[-113.25, 60.083330000000004], [-107.58755208632208, 53.35148369455946]]	0	0	0	0	823.7401080759769	1
Whooping_Crane	B99316767446	1983-01-01	[[-107.58755208632208, 53.35148369455946], [-96.75, 28.25]]	2	0	1	0	2928.8350290841795	1
Whooping_Crane	B29466727337	1983-09-01	[[-113.41, 60.25000000000001], [-107.32368059851814, 52.72359625926828]]	0	0	0	0	915.6174740266515	1
Whooping_Crane	B29466727337	1983-10-01	[[-107.32368059851814, 52.72359625926828], [-103.27050980725117, 49.0060493339757]]	0	0	1	0	501.61155324743277	1
Whooping_Crane	B29466727337	1984-03-01	[[-103.27050980725117, 49.0060493339757], [-100.04661607558717, 39.11271321721011]]	0	0	1	0	1129.5667505978467	1
Whooping_Crane	B29466727337	1984-09-01	[[-100.04661607558717, 39.11271321721011], [-102.41000000000001, 47.91667]]	0	0	0	0	997.1992955787484	1
Whooping_Crane	B29466727337	1985-03-01	[[-102.41000000000001, 47.91667], [-98.82490970115542, 40.41702522402372]]	0	0	0	0	881.3257059974665	1
Whooping_Crane	B29466727337	1985-09-01	[[-98.82490970115542, 40.41702522402372], [-99.75, 45.083330000000004]]	0	0	0	0	524.3280249604641	1
Whooping_Crane	B29466727337	1986-03-01	[[-99.75, 45.083330000000004], [-99.75, 41.75]]	0	0	0	0	370.64938483211216	1
Whooping_Crane	B29466727337	1986-10-01	[[-99.75, 41.75], [-98.25000000000001, 37.583330000000004]]	0	0	0	0	480.7498151195675	1
Whooping_Crane	B29466727337	1987-09-01	[[-98.25000000000001, 37.583330000000004], [-99.75, 41.91667]]	0	0	0	0	498.59325505934044	1
Whooping_Crane	B29466727337	1987-10-01	[[-99.75, 41.91667], [-99.75, 41.91667]]	0	0	0	0	0.0	1
Whooping_Crane	B29466727337	1989-03-01	[[-99.75, 41.91667], [-99.78694889484063, 42.30679394375214]]	0	0	0	0	43.486741613401115	1
Whooping_Crane	B29466727337	1989-08-01	[[-99.78694889484063, 42.30679394375214], [-107.08000000000001, 52.75]]	0	0	1	0	1282.2892052707423	1
Whooping_Crane	B29466727337	1989-09-01	[[-107.08000000000001, 52.75], [-106.91000000000001, 52.75]]	0	0	0	0	11.44195284245112	1
Whooping_Crane	B29466727337	1989-10-01	[[-106.91000000000001, 52.75], [-98.41, 40.75000000000001]]	1	0	1	0	1480.7757234746275	1
Whooping_Crane	B29466727337	1993-09-01	[[-98.41, 40.75000000000001], [-98.25000000000001, 36.75]]	0	0	0	0	444.9958152471395	1
Whooping_Crane	B29466727337	1994-09-01	[[-98.25000000000001, 36.75], [-107.08000000000001, 52.75]]	0	0	1	0	1907.4777099138594	1
Whooping_Crane	B29466727337	1995-09-01	[[-107.08000000000001, 52.75], [-98.75, 38.41667]]	0	0	1	0	1717.836662703939	1
Whooping_Crane	B29466727337	1996-09-01	[[-98.75, 38.41667], [-103.56499462097729, 47.51346819278872]]	0	0	1	0	1084.1879071642472	1
Whooping_Crane	B29466727337	1997-03-01	[[-103.56499462097729, 47.51346819278872], [-99.08, 41.75]]	0	0	1	0	732.2685793930212	1
Whooping_Crane	B29466727337	1999-09-01	[[-99.08, 41.75], [-107.08000000000001, 52.75]]	0	0	1	0	1362.0990529416495	1
