species,flock,source,target,totalDistance,ewDistance,nsDistance,heading,fossilCount,windCount,hydroCount,borderCount
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,11,12,1896.863444,758.6584047,-1742.787086,152.963151,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
Whooping_Crane,1,13,14,2923.100222,-1051.392979,2742.810906,344.1509063,0,0,0,0
