RECORD_ID,ORIGINAL_BAND,SPECIES_ID,LAT_DD,LON_DD,EVENT_DATE,MIN_AGE_AT_ENC,BIRD_STATUS,HOW_OBTAINED,ISO_COUNTRY,SIGHTINGS,flock
12010756,B19436415193,3490,45.58333,-110.25,1964-06-15,0.0,3,,US,2,34
-89649984,B19436415114,3490,45.58333,-110.25,1964-06-15,0.0,3,,US,2,34
-37944489,B19436415193,3490,45.58333,-110.25,1964-06-15,0.0,3,,US,2,34
12012440,B49436243292,3490,45.41667,-110.91,1964-06-16,0.0,3,,US,2,0
-74907928,B99436405043,3490,44.08333,-108.25,1964-06-16,0.0,3,,US,2,0
12010760,B09436415039,3490,45.91667,-110.58,1964-06-16,0.0,3,,US,2,1
-37944487,B09436415039,3490,45.91667,-110.58,1964-06-16,0.0,3,,US,2,1
-54592017,B49436243292,3490,45.41667,-110.91,1964-06-16,0.0,3,,US,2,0
12012446,B49436243133,3490,45.75,-110.25,1964-06-17,0.0,3,,US,2,35
-37939936,B49436243133,3490,45.75,-110.25,1964-06-17,0.0,3,,US,2,35
-55420486,B69436243152,3490,45.75,-110.25,1964-06-17,0.0,3,,US,2,35
12012448,B19436243119,3490,45.91667,-110.58,1964-06-17,0.0,3,,US,2,1
12012444,B69436243152,3490,45.75,-110.25,1964-06-17,0.0,3,,US,2,35
-37939935,B19436243119,3490,45.91667,-110.58,1964-06-17,0.0,3,,US,2,1
-89635775,B29436243273,3490,45.91667,-110.58,1964-06-17,0.0,3,,US,2,1
12012442,B29436243273,3490,45.91667,-110.58,1964-06-17,0.0,3,,US,2,1
12010762,B19436415011,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,3,1
-55420493,B19436415011,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,3,1
12010758,B19436415179,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,2,1
-74958429,B19436243194,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,2,1
-10229755,B69436476224,3490,40.75,-105.08,1964-06-18,0.08,,0.0,US,2,0
12012450,B19436243194,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,2,1
12012452,B49436243173,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,3,1
-89635774,B49436243173,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,3,1
-37944488,B19436415179,3490,45.91667,-110.58,1964-06-18,0.0,3,,US,2,1
12012454,B49436243054,3490,45.91667,-110.58,1964-06-19,0.0,3,,US,2,1
-37939934,B49436243054,3490,45.91667,-110.58,1964-06-19,0.0,3,,US,2,1
-37939933,B09436243033,3490,45.75,-110.25,1964-06-20,0.0,3,,US,2,19
12012456,B09436243033,3490,45.75,-110.25,1964-06-20,0.0,3,,US,2,19
-37944486,B19436415095,3490,45.91667,-110.58,1964-06-20,0.0,3,,US,2,1
12010764,B19436415095,3490,45.91667,-110.58,1964-06-20,0.0,3,,US,2,1
12012466,B39436243903,3490,45.75,-110.25,1964-06-22,0.0,3,,US,2,19
12012464,B99436243922,3490,45.75,-110.25,1964-06-22,0.0,3,,US,2,19
-37939932,B39436243903,3490,45.75,-110.25,1964-06-22,0.0,3,,US,2,19
-89635773,B99436243922,3490,45.75,-110.25,1964-06-22,0.0,3,,US,2,19
-37944485,B49436415935,3490,45.91667,-111.75,1964-06-23,0.0,3,,US,2,36
-89649983,B69436415954,3490,45.91667,-111.75,1964-06-23,0.0,3,,US,2,36
12010768,B69436415954,3490,45.91667,-111.75,1964-06-23,0.0,3,,US,2,36
12010770,B49436415935,3490,45.91667,-111.75,1964-06-23,0.0,3,,US,2,36
-37939931,B99436243846,3490,45.91667,-110.58,1964-06-25,0.0,3,,US,2,37
12012468,B99436243846,3490,45.91667,-110.58,1964-06-25,0.0,3,,US,2,37
12010766,B69436415074,3490,45.91667,-110.58,1964-06-26,0.0,3,,US,2,37
-55465847,B19436419491,3490,43.25,-106.41,1964-06-26,0.0,3,,US,2,0
-74903094,B69436415074,3490,45.91667,-110.58,1964-06-26,0.0,3,,US,2,37
-37953462,B69436419476,3490,42.41667,-105.08,1964-06-27,0.0,3,,US,2,0
-37939929,B29436243803,3490,45.91667,-110.58,1964-06-29,0.0,3,,US,2,9
12012472,B29436243803,3490,45.91667,-110.58,1964-06-29,0.0,3,,US,2,9
12012474,B29436243889,3490,45.91667,-110.58,1964-06-30,0.0,3,,US,2,9
-37939930,B39436243824,3490,45.91667,-110.58,1964-06-30,0.0,3,,US,3,9
12012470,B39436243824,3490,45.91667,-110.58,1964-06-30,0.0,3,,US,3,9
-55420487,B29436243889,3490,45.91667,-110.58,1964-06-30,0.0,3,,US,2,9
12012478,B39436243749,3490,45.91667,-110.58,1964-07-01,0.0,3,,US,2,9
-89635772,B39436243749,3490,45.91667,-110.58,1964-07-01,0.0,3,,US,2,9
12010772,B89436415836,3490,45.41667,-110.75,1964-07-08,0.0,3,,US,2,0
-74905609,B89436415836,3490,45.41667,-110.75,1964-07-08,0.0,3,,US,2,0
12012476,B39436243864,3490,45.41667,-110.91,1964-07-08,0.0,3,,US,2,38
-74947874,B39436243864,3490,45.41667,-110.91,1964-07-08,0.0,3,,US,2,38
-37939928,B29436243724,3490,45.41667,-110.91,1964-07-08,0.0,3,,US,3,38
12012480,B29436243724,3490,45.41667,-110.91,1964-07-08,0.0,3,,US,3,38
-11886955,B19436405196,3490,42.75,-106.58,1964-08-02,0.17,,0.0,US,2,0
-10494203,B39436243824,3490,30.08333,-99.41,1964-12-16,0.5,,1.0,US,3,9
-11892841,B99436405043,3490,43.58333,-108.25,1965-02-05,0.67,,3.0,US,2,0
-11892840,B19436419491,3490,42.41667,-103.58,1965-04-22,0.83,,0.0,US,2,0
-37953453,B49436419299,3490,37.25,-104.58,1965-05-14,0.0,3,,US,2,0
-37953476,B49436419134,3490,39.75,-105.25,1965-05-24,0.0,3,,US,2,0
-55315556,B29436243006,3490,45.58333,-110.25,1965-06-11,0.0,3,,US,2,0
12012458,B29436243006,3490,45.58333,-110.25,1965-06-11,0.0,3,,US,2,0
-37944481,B99436415766,3490,45.41667,-110.75,1965-06-13,0.0,3,,US,2,0
-55673786,B19436417494,3490,40.75,-105.25,1965-06-13,0.0,3,,US,2,39
-89646599,B49436417433,3490,40.75,-105.25,1965-06-13,0.0,3,,US,2,39
12010786,B49436415641,3490,45.91667,-110.58,1965-06-13,0.0,3,,US,2,0
-74905608,B49436415641,3490,45.91667,-110.58,1965-06-13,0.0,3,,US,2,0
12010784,B99436415766,3490,45.41667,-110.75,1965-06-13,0.0,3,,US,2,0
12012486,B49436243614,3490,45.58333,-110.25,1965-06-17,0.0,3,,US,2,40
-89635771,B49436243614,3490,45.58333,-110.25,1965-06-17,0.0,3,,US,2,40
-74947873,B49436243654,3490,45.58333,-110.25,1965-06-17,0.0,3,,US,2,40
12012484,B49436243654,3490,45.58333,-110.25,1965-06-17,0.0,3,,US,2,40
12010788,B39436415626,3490,45.91667,-110.58,1965-06-18,0.0,3,,US,2,0
-37944480,B39436415626,3490,45.91667,-110.58,1965-06-18,0.0,3,,US,2,0
12010776,B49436415963,3490,45.41667,-110.75,1965-06-20,0.0,3,,US,2,0
-37944483,B49436415963,3490,45.41667,-110.75,1965-06-20,0.0,3,,US,2,0
-74947875,B39436243943,3490,45.91667,-110.58,1965-06-22,0.0,3,,US,2,0
12012462,B39436243943,3490,45.91667,-110.58,1965-06-22,0.0,3,,US,2,0
12010790,B99436415683,3490,45.58333,-110.25,1965-06-23,0.0,3,,US,2,41
-89649478,B99436415683,3490,45.58333,-110.25,1965-06-23,0.0,3,,US,2,41
12010792,B59436415669,3490,45.58333,-110.25,1965-06-25,0.0,3,,US,2,41
-54599490,B59436415669,3490,45.58333,-110.25,1965-06-25,0.0,3,,US,2,41
12010778,B49436415809,3490,45.91667,-110.58,1965-06-26,0.0,3,,US,3,42
-37944482,B49436415725,3490,45.91667,-110.58,1965-06-26,0.0,3,,US,2,42
12010782,B49436415725,3490,45.91667,-110.58,1965-06-26,0.0,3,,US,2,42
-55420491,B49436415809,3490,45.91667,-110.58,1965-06-26,0.0,3,,US,3,42
-37959499,B49436249534,3490,45.91667,-103.41,1965-06-27,0.0,3,,US,2,0
-89649479,B39436415865,3490,45.91667,-110.58,1965-06-29,0.0,3,,US,2,0
12010780,B39436415865,3490,45.91667,-110.58,1965-06-29,0.0,3,,US,2,0
-37939926,B99436243684,3490,45.41667,-110.75,1965-07-01,0.0,3,,US,2,0
12012488,B99436243684,3490,45.41667,-110.75,1965-07-01,0.0,3,,US,2,0
-37961041,B49436410524,3490,49.41667,-105.08,1965-07-03,0.0,3,,CA,2,0
-37944484,B59436415984,3490,45.58333,-110.25,1965-07-05,0.0,3,,US,2,0
12010774,B59436415984,3490,45.58333,-110.25,1965-07-05,0.0,3,,US,2,0
-74910122,B79436679979,3490,39.41667,-104.91,1965-07-05,0.0,3,,US,2,0
-74958428,B39436243063,3490,45.91667,-110.58,1965-07-06,0.0,3,,US,2,43
12012460,B39436243063,3490,45.91667,-110.58,1965-07-06,0.0,3,,US,2,43
-37939927,B39436243706,3490,45.91667,-110.58,1965-07-06,0.0,3,,US,2,43
12012482,B39436243706,3490,45.91667,-110.58,1965-07-06,0.0,3,,US,2,43
-37947522,B49436704306,3490,60.08333,-111.91,1965-09-25,0.0,7,,CA,2,0
-10493218,B49436417433,3490,40.58333,-105.08,1965-10-07,0.33,,0.0,US,2,39
-10268655,B49436249534,3490,43.08333,-97.08,1965-11-12,0.42,,0.0,US,2,0
-11891837,B49436410524,3490,38.25,-100.91,1965-11-25,0.42,,37.0,US,2,0
-37953451,B39436419064,3490,37.58333,-104.75,1966-05-17,0.0,3,,US,2,0
-11887853,B99436412323,3490,46.41667,-105.75,1966-05-20,2.0,,45.0,US,2,0
-37953443,B99436419826,3490,39.75,-105.25,1966-05-23,0.0,3,,US,2,0
-37953444,B99436419841,3490,39.75,-105.25,1966-05-23,0.0,3,,US,2,0
-74890635,B89446388219,3490,45.91667,-110.58,1966-06-07,0.0,3,,US,2,44
12019860,B89446388219,3490,45.91667,-110.58,1966-06-07,0.0,3,,US,2,44
-89591116,B49446388499,3490,45.41667,-110.75,1966-06-07,0.0,3,,US,2,45
12019844,B49446388499,3490,45.41667,-110.75,1966-06-07,0.0,3,,US,2,45
12012358,B49436436494,3490,45.91667,-110.58,1966-06-08,0.0,3,,US,2,44
-55420492,B49436436494,3490,45.91667,-110.58,1966-06-08,0.0,3,,US,2,44
12019858,B29446388234,3490,45.41667,-110.75,1966-06-09,0.0,3,,US,2,45
-37947576,B29446388234,3490,45.41667,-110.75,1966-06-09,0.0,3,,US,2,45
-89646778,B69436419719,3490,40.91667,-103.41,1966-06-12,0.0,3,,US,2,0
-37953438,B19436419734,3490,40.91667,-103.41,1966-06-12,0.0,3,,US,2,0
-89646776,B99436419764,3490,40.91667,-104.58,1966-06-16,0.0,3,,US,2,0
-74934691,B39436436319,3490,45.41667,-110.75,1966-06-17,0.0,3,,US,2,46
12012364,B39436436319,3490,45.41667,-110.75,1966-06-17,0.0,3,,US,2,46
-37947577,B49446388253,3490,45.91667,-110.58,1966-06-18,0.0,3,,US,2,2
12019856,B49446388253,3490,45.91667,-110.58,1966-06-18,0.0,3,,US,2,2
12019854,B89446388374,3490,45.91667,-110.58,1966-06-18,0.0,3,,US,2,2
-37947578,B89446388374,3490,45.91667,-110.58,1966-06-18,0.0,3,,US,2,2
-37944456,B49436419694,3490,40.91667,-104.08,1966-06-19,0.0,3,,US,2,0
-89591115,B39446388316,3490,45.91667,-110.58,1966-06-19,0.0,3,,US,3,2
-37947649,B39446388316,3490,45.91667,-110.58,1966-06-19,0.0,3,,US,3,2
12012362,B49436436333,3490,45.91667,-110.58,1966-06-19,0.0,3,,US,2,2
12012360,B69436436354,3490,45.91667,-110.58,1966-06-19,0.0,3,,US,2,2
-37947580,B49446388478,3490,45.41667,-110.75,1966-06-19,0.0,3,,US,2,46
-37944469,B49436436333,3490,45.91667,-110.58,1966-06-19,0.0,3,,US,2,2
12019846,B49446388478,3490,45.41667,-110.75,1966-06-19,0.0,3,,US,2,46
-37944470,B69436436354,3490,45.91667,-110.58,1966-06-19,0.0,3,,US,2,2
12012376,B69436436276,3490,45.91667,-110.58,1966-06-20,0.0,3,,US,2,2
-37944464,B69436436276,3490,45.91667,-110.58,1966-06-20,0.0,3,,US,2,2
-89647785,B19436436153,3490,45.91667,-110.58,1966-06-20,0.0,3,,US,2,2
12012378,B19436436153,3490,45.91667,-110.58,1966-06-20,0.0,3,,US,2,2
-37944467,B39436436376,3490,45.75,-110.25,1966-06-20,0.0,3,,US,2,0
12012368,B39436436376,3490,45.75,-110.25,1966-06-20,0.0,3,,US,2,0
-74890636,B39446388393,3490,45.91667,-110.58,1966-06-21,0.0,3,,US,2,2
12019852,B39446388393,3490,45.91667,-110.58,1966-06-21,0.0,3,,US,2,2
-37947936,B49436744254,3490,43.58333,-121.25,1966-06-22,0.0,3,,US,2,0
12019848,B69446388359,3490,45.91667,-110.58,1966-06-22,0.0,3,,US,2,2
-55420490,B69446388359,3490,45.91667,-110.58,1966-06-22,0.0,3,,US,2,2
-89591744,B19446388154,3490,45.91667,-110.58,1966-06-23,0.0,3,,US,2,2
12019864,B19446388154,3490,45.91667,-110.58,1966-06-23,0.0,3,,US,2,2
-37961097,B19436016534,3490,50.58333,-107.58,1966-06-24,0.0,3,,CA,2,0
12012370,B49436436254,3490,45.91667,-110.58,1966-07-01,0.0,3,,US,2,10
-89647786,B49436436254,3490,45.91667,-110.58,1966-07-01,0.0,3,,US,2,10
-37947575,B89446388138,3490,45.91667,-110.58,1966-07-01,0.0,3,,US,2,10
12019866,B89446388138,3490,45.91667,-110.58,1966-07-01,0.0,3,,US,2,10
12019862,B69446388278,3490,45.91667,-110.58,1966-07-02,0.0,3,,US,2,10
-55420489,B69446388278,3490,45.91667,-110.58,1966-07-02,0.0,3,,US,2,10
-37947579,B49446388338,3490,45.91667,-110.58,1966-07-02,0.0,3,,US,2,10
12019850,B49446388338,3490,45.91667,-110.58,1966-07-02,0.0,3,,US,2,10
-37944465,B39436436293,3490,45.91667,-110.58,1966-07-06,0.0,3,,US,2,0
12012374,B39436436293,3490,45.91667,-110.58,1966-07-06,0.0,3,,US,2,0
-37944468,B39436436394,3490,45.58333,-110.25,1966-07-06,0.0,3,,US,2,0
12012366,B39436436394,3490,45.58333,-110.25,1966-07-06,0.0,3,,US,2,0
12019868,B69446388113,3490,45.91667,-110.58,1966-07-10,0.0,3,,US,2,47
12012372,B29436436236,3490,45.91667,-110.58,1966-07-10,0.0,3,,US,2,47
-74890634,B69446388113,3490,45.91667,-110.58,1966-07-10,0.0,3,,US,2,47
-37944466,B29436436236,3490,45.91667,-110.58,1966-07-10,0.0,3,,US,2,47
-64941878,B99446388164,3490,45.58333,-110.25,1966-07-20,0.0,3,,US,3,0
-37947574,B99446388164,3490,45.58333,-110.25,1966-07-20,0.0,3,,US,3,0
-10503127,B49436744254,3490,43.25,-118.91,1966-09-17,0.25,,0.0,US,2,0
-10494199,B99446388164,3490,45.58333,-110.25,1966-09-25,0.25,,0.0,US,3,0
-89643912,B59436475904,3490,43.58333,-87.75,1966-10-11,0.0,3,,US,2,0
-10493214,B69436419719,3490,41.08333,-103.75,1966-10-17,0.33,,0.0,US,2,0
-10268649,B29436405274,3490,41.75,-107.41,1966-10-20,3.33,,4.0,US,2,0
-10493220,B49436419299,3490,38.08333,-103.25,1966-11-30,1.5,,0.0,US,2,0
-10229753,B99436419841,3490,40.58333,-104.91,1967-02-20,0.75,,54.0,US,2,0
-10494200,B39446388316,3490,45.25,-108.91,1967-04-08,0.83,,0.0,US,3,2
-37959489,B99466772569,3490,43.08333,-115.91,1967-05-25,0.0,3,,US,2,0
-74925333,B09446039564,3490,43.91667,-120.91,1967-05-26,0.0,3,,US,2,0
-37944406,B79466771487,3490,40.75,-105.25,1967-05-27,0.0,3,,US,2,0
-37945931,B29466772306,3490,43.08333,-115.41,1967-06-07,0.0,3,,US,2,0
-89647131,B99436436726,3490,45.75,-110.91,1967-06-08,0.0,3,,US,2,4
12012412,B99436436726,3490,45.75,-110.91,1967-06-08,0.0,3,,US,2,4
-37939976,B69436436783,3490,45.75,-110.91,1967-06-08,0.0,3,,US,2,4
12012382,B39436436184,3490,45.75,-110.91,1967-06-08,0.0,3,,US,2,4
12012416,B69436436783,3490,45.75,-110.91,1967-06-08,0.0,3,,US,2,4
-37944463,B39436436184,3490,45.75,-110.91,1967-06-08,0.0,3,,US,2,4
12012380,B49436436123,3490,45.75,-110.91,1967-06-09,0.0,3,,US,2,4
-37945928,B99466772246,3490,42.91667,-115.41,1967-06-09,0.0,3,,US,2,0
-37947573,B89446388946,3490,45.75,-110.91,1967-06-09,0.0,3,,US,2,4
12019870,B89446388946,3490,45.75,-110.91,1967-06-09,0.0,3,,US,2,4
-89591743,B39446388924,3490,45.75,-110.91,1967-06-09,0.0,3,,US,2,4
12019872,B39446388924,3490,45.75,-110.91,1967-06-09,0.0,3,,US,2,4
-74934690,B49436436123,3490,45.75,-110.91,1967-06-09,0.0,3,,US,2,4
-37947572,B99446388968,3490,45.75,-110.91,1967-06-10,0.0,3,,US,2,4
12019874,B99446388968,3490,45.75,-110.91,1967-06-10,0.0,3,,US,2,4
-37953500,B39436636696,3490,50.58333,-107.58,1967-06-11,0.0,3,,CA,2,0
-37939981,B69436436066,3490,45.75,-110.91,1967-06-14,0.0,3,,US,2,48
12012394,B69436436066,3490,45.75,-110.91,1967-06-14,0.0,3,,US,2,48
12012396,B69436436949,3490,45.75,-110.91,1967-06-14,0.0,3,,US,2,48
-89647783,B69436436949,3490,45.75,-110.91,1967-06-14,0.0,3,,US,2,48
-37947571,B49446388743,3490,45.75,-110.91,1967-06-18,0.0,3,,US,2,5
12019878,B49446388743,3490,45.75,-110.91,1967-06-18,0.0,3,,US,2,5
12012390,B99436436004,3490,45.75,-110.91,1967-06-20,0.0,3,,US,2,5
12012404,B99436436963,3490,45.75,-110.91,1967-06-20,0.0,3,,US,2,5
-37939979,B99436436963,3490,45.75,-110.91,1967-06-20,0.0,3,,US,2,5
12012384,B99436436166,3490,45.75,-110.91,1967-06-20,0.0,3,,US,2,5
-74934689,B99436436004,3490,45.75,-110.91,1967-06-20,0.0,3,,US,2,5
